step,ps0,ps1,ps2,ps3,ps4,ps5,ps6,ps7,
31,1216.0,186.48,0,0.0,0.0,0,95.72,365.0,
32,0.0,156.48,0,0.0,0.0,0,89.72,339.0,
33,497.0,163.48,9.36,0.0,0.0,0,94.72,0.0,
34,472.0,160.48,9.36,0.0,0.0,0,90.72,331.0,
35,1185.0,164.48,0.3600000000000003,0.0,0.0,0,74.72,291.0,
36,438.0,143.48,14.36,0.0,0.0,0,78.72,388.0,
37,405.0,143.48,8.36,0.0,0.0,0,102.72,310.0,
38,0.0,135.48,9.36,0.0,0.0,0,77.72,889.0,
39,325.0,133.48,0.3600000000000003,6.0,0.0,2.58,62.72,269.0,
40,353.0,123.48,5.36,0.0,0.0,0,70.72,280.0,
41,362.0,119.48,3.3600000000000003,0.0,0.0,0,43.72,0.0,
42,292.0,119.48,0,1.0,0.0,0,65.72,261.0,
43,886.0,112.48,22.36,1.0,0.0,0,80.72,0.0,
44,272.0,110.48,4.36,1.0,0.0,3.58,87.72,215.0,
45,287.0,112.48,7.36,0.0,0.0,0,62.72,216.0,
46,287.0,105.48,4.36,2.0,0.0,0,61.72,201.0,
47,245.0,97.48,0,0.0,0.0,0,15.72,711.0,
48,0.0,95.48,4.36,1.0,0.0,0,59.72,199.0,
49,169.0,79.48,7.36,0.0,0.0,0,55.72,223.0,
50,222.0,96.48,4.36,0.0,0.0,0,45.72,0.0,
51,245.0,91.48,4.36,0.0,0.0,0,54.72,239.0,
52,192.0,67.48,2.3600000000000003,0.0,0.0,0,52.72,177.0,
53,564.0,64.48,0,0.0,0.0,0,13.72,150.0,
54,189.0,79.48,6.36,1.0,0.0,0,50.72,161.0,
55,207.0,76.48,0,0.0,0.0,0,51.72,158.0,
56,0.0,94.48,3.3600000000000003,0.0,0.0,2.58,61.72,161.0,
57,171.0,72.48,14.36,0.0,0.0,47.58,34.72,158.0,
58,199.0,70.48,5.36,0.0,0.0,0,41.72,833.0,
59,163.0,40.480000000000004,8.36,0.0,0.0,0,50.72,339.0,
60,188.0,62.480000000000004,4.36,1.0,0.0,0,43.72,183.0,
61,117.0,68.48,0,0.0,0.0,0,32.72,167.0,
62,147.0,61.480000000000004,6.36,0.0,0.0,0,29.72,0.0,
63,532.0,61.480000000000004,6.36,2.0,0.0,7.58,45.72,125.0,
64,520.0,85.48,4.36,0.0,0.0,3.58,43.72,128.0,
65,135.0,59.480000000000004,0.3600000000000003,0.0,0.0,6.58,34.72,609.0,
66,152.0,59.480000000000004,1.3600000000000003,0.0,0.0,2.58,38.72,141.0,
67,22.0,55.480000000000004,1.3600000000000003,0.0,0.0,0,40.72,142.0,
68,146.0,52.480000000000004,8.36,0.0,0.0,0,34.72,0.0,
69,140.0,26.48,2.3600000000000003,0.0,0.0,0,29.72,107.0,
70,415.0,39.480000000000004,0,4.0,0.0,0,0,98.0,
71,133.0,51.480000000000004,0,3.0,0.0,0,38.72,126.0,
72,111.0,48.480000000000004,33.36,0.0,0.0,0,45.72,106.0,
73,108.0,47.480000000000004,0,4.0,4.0,0,0,91.0,
74,108.0,66.48,0.3600000000000003,5.0,0.0,0,0,0.0,
75,132.0,45.480000000000004,0,0.0,0.0,0,32.72,125.0,
76,181.0,43.480000000000004,4.36,0.0,0.0,0,34.72,182.0,
77,102.0,13.48,8.36,3.0,0.0,0,66.72,383.0,
78,103.0,41.480000000000004,0,0.0,0.0,0,31.72,89.0,
79,0.0,44.480000000000004,1.3600000000000003,0.0,0.0,0,26.72,106.0,
80,109.0,42.480000000000004,0,3.0,0.0,0,0,113.0,
81,145.0,40.480000000000004,3.3600000000000003,5.0,0.0,0,28.72,84.0,
82,203.0,38.480000000000004,0,0.0,0.0,0,24.72,75.0,
83,106.0,39.480000000000004,0,0.0,0.0,0,26.72,54.0,
84,97.0,71.48,0,5.0,0.0,0,26.72,78.0,
85,113.0,38.480000000000004,6.36,0.0,0.0,0,70.72,77.0,
86,94.0,33.480000000000004,0,0.0,0.0,0,25.72,97.0,
87,91.0,32.480000000000004,0.3600000000000003,0.0,0.0,0,32.72,77.0,
88,20.0,4.48,20.36,0.0,0.0,0,0,88.0,
89,87.0,37.480000000000004,0,5.0,0.0,0.5800000000000001,20.72,80.0,
90,91.0,32.480000000000004,0,0.0,0.0,0,17.72,84.0,
91,68.0,32.480000000000004,0,0.0,0.0,0,20.72,111.0,
92,83.0,5.48,0,1.0,0.0,0,0,83.0,
93,71.0,25.48,0,1.0,12.0,0,23.72,67.0,
94,241.0,27.48,0,0.0,0.0,0,20.72,0.0,
95,67.0,28.48,3.3600000000000003,0.0,0.0,0,66.72,13.0,
96,137.0,30.48,0.3600000000000003,1.0,0.0,0,20.72,68.0,
97,78.0,26.48,0,0.0,0.0,0,17.72,75.0,
98,70.0,25.48,0,1.0,0.0,0,0,317.0,
99,0.0,22.48,1.3600000000000003,0.0,0.0,0,13.72,55.0,
100,0.0,0,0,0.0,0.0,0,12.72,69.0,
101,73.0,23.48,0,0.0,0.0,0,14.72,0.0,
102,66.0,31.48,7.36,0.0,0.0,0,9.72,55.0,
103,246.0,49.480000000000004,1.3600000000000003,1.0,0.0,0,12.72,62.0,
104,57.0,19.48,0,0.0,0.0,0,15.72,54.0,
105,51.0,20.48,0,0.0,0.0,0,75.72,53.0,
106,0.0,25.48,0,4.0,2.0,0,23.72,205.0,
107,54.0,22.48,0,1.0,0.0,0,6.720000000000001,54.0,
108,55.0,21.48,0,6.0,0.0,0,14.72,65.0,
109,63.0,15.48,0,3.0,0.0,0,0,0.0,
110,63.0,20.48,0,0.0,0.0,0,14.72,62.0,
111,59.0,19.48,0,0.0,0.0,0,11.72,59.0,
112,12.0,16.48,1.3600000000000003,3.0,0.0,3.58,9.72,49.0,
113,47.0,18.48,0.3600000000000003,0.0,0.0,0,0,0.0,
114,185.0,18.48,0,0.0,0.0,0,8.72,48.0,
115,204.0,46.480000000000004,0.3600000000000003,0.0,0.0,8.58,8.72,51.0,
116,45.0,18.48,0,0.0,0.0,0,10.72,227.0,
117,52.0,21.48,0,0.0,0.0,0,0,49.0,
118,10.0,15.48,2.3600000000000003,0.0,0.0,0,18.72,46.0,
119,42.0,16.48,0,0.0,0.0,0,9.72,0.0,
120,51.0,0,0,0.0,0.0,0,13.72,51.0,
121,148.0,0,0,0.0,0.0,0,0,31.0,
122,44.0,16.48,0,0.0,0.0,0,12.72,45.0,
123,45.0,17.48,2.3600000000000003,0.0,0.0,0,12.72,36.0,
124,0.0,44.480000000000004,0,0.0,0.0,0,26.72,32.0,
125,45.0,16.48,0,0.0,1.0,0,3.7200000000000006,43.0,
126,44.0,7.48,0,0.0,0.0,0,1.7200000000000006,232.0,
127,47.0,0,0,0.0,0.0,0,15.72,107.0,
128,46.0,14.48,0,0.0,0.0,0,46.72,25.0,
129,44.0,13.48,1.3600000000000003,0.0,0.0,0,4.720000000000001,30.0,
130,17.0,16.48,4.36,0.0,0.0,0,7.720000000000001,28.0,
131,38.0,15.48,0,2.0,0.0,0,0,108.0,
132,0.0,13.48,0,0.0,0.0,0,6.720000000000001,28.0,
133,3.0,0,0,0.0,0.0,0,8.72,25.0,
134,43.0,9.48,0,0.0,0.0,0,8.72,0.0,
135,34.0,21.48,0,0.0,0.0,0,8.72,23.0,
136,153.0,36.480000000000004,4.36,0.0,0.0,0,25.72,25.0,
137,31.0,9.48,0,0.0,0.0,0,3.7200000000000006,26.0,
138,39.0,14.48,0,0.0,0.0,0,49.72,27.0,
139,0.0,13.48,0,0.0,0.0,0,11.72,81.0,
140,31.0,12.48,0,0.0,0.0,1.58,0,27.0,
141,33.0,8.48,0,0.0,0.0,0,0,26.0,
142,30.0,9.48,0,0.0,0.0,0,0,0.0,
143,29.0,14.48,0,0.0,0.0,0,8.72,26.0,
144,133.0,11.48,0,0.0,0.0,0,0,16.0,
145,34.0,4.48,0,0.0,0.0,0,45.72,24.0,
146,41.0,7.48,0,0.0,0.0,0,3.7200000000000006,31.0,
147,132.0,10.48,0,0.0,0.0,0,6.720000000000001,23.0,
148,131.0,36.480000000000004,0,0.0,0.0,5.58,1.7200000000000006,25.0,
149,27.0,8.48,0,0.0,0.0,0,3.7200000000000006,136.0,
150,19.0,15.48,0,0.0,0.0,0,2.7200000000000006,18.0,
151,10.0,7.48,0,0.0,0.0,0,0,23.0,
152,31.0,6.48,3.3600000000000003,0.0,0.0,10.58,5.720000000000001,0.0,
153,30.0,0,0,0.0,0.0,0,2.7200000000000006,20.0,
154,95.0,0,0,0.0,0.0,5.58,0,21.0,
155,28.0,8.48,0,0.0,0.0,0,0,19.0,
156,27.0,12.48,0,0.0,0.0,1.58,4.720000000000001,19.0,
157,1.0,37.480000000000004,0,0.0,0.0,8.58,12.72,13.0,
158,20.0,8.48,0,0.0,0.0,0,3.7200000000000006,19.0,
159,20.0,7.48,0,0.0,0.0,9.58,3.7200000000000006,133.0,
160,24.0,0,0,0.0,0.0,1.58,8.72,122.0,
161,23.0,9.48,0,0.0,0.0,0,0.7200000000000006,15.0,
162,0.0,8.48,0,0.0,0.0,0,0,15.0,
163,25.0,9.48,0,0.0,0.0,0,0,0.0,
164,47.0,9.48,0,0.0,0.0,0,0,21.0,
165,97.0,27.48,0,0.0,0.0,0,0,17.0,
166,17.0,8.48,0,0.0,0.0,1.58,0,92.0,
167,20.0,8.48,0,0.0,0.0,0,0.7200000000000006,0.0,
168,22.0,12.48,0,0.0,0.0,0,1.7200000000000006,13.0,
169,108.0,22.48,0,0.0,5.0,0,11.72,9.0,
170,19.0,5.48,0,0.0,0.0,0,0,14.0,
171,15.0,9.48,0,0.0,0.0,8.58,40.72,16.0,
172,0.0,6.48,0,0.0,0.0,0,16.72,110.0,
173,14.0,7.48,0,0.0,0.0,0,0,13.0,
174,22.0,7.48,0,0.0,0.0,0,0,22.0,
175,26.0,0,0,0.0,0.0,0,0,17.0,
176,22.0,8.48,0,0.0,0.0,0.5800000000000001,0,9.0,
177,76.0,8.48,0,0.0,0.0,0,0,0.0,
178,27.0,2.4800000000000004,1.3600000000000003,0.0,0.0,0,23.72,0.0,
179,94.0,7.48,0,0.0,2.0,0,0.7200000000000006,9.0,
180,26.0,12.48,0,0.0,0.0,0,0,10.0,
181,16.0,3.4800000000000004,0,0.0,0.0,0,0,97.0,
182,19.0,5.48,0,0.0,9.0,0,0.7200000000000006,7.0,
183,0.0,0,0,0.0,0.0,0,0,10.0,
184,18.0,5.48,0,0.0,0.0,0,11.72,0.0,
185,24.0,0,0.3600000000000003,0.0,0.0,0,0,7.0,
186,89.0,7.48,0,0.0,0.0,0,0,8.0,
187,0.0,2.4800000000000004,0,0.0,0.0,0,0.7200000000000006,15.0,
188,22.0,7.48,0,0.0,14.0,1.58,0,13.0,
189,11.0,7.48,0,0.0,0.0,0,0,5.0,
190,15.0,25.48,0,0.0,0.0,0,0,0.0,
191,16.0,9.48,0,0.0,0.0,22.58,0,4.0,
192,66.0,9.48,0,0.0,0.0,0,0,4.0,
193,19.0,7.48,0,0.0,0.0,0,29.72,17.0,
194,20.0,6.48,0,0.0,0.0,0,0.7200000000000006,7.0,
195,0.0,5.48,0,0.0,0.0,0,0,2.0,
196,15.0,7.48,0,0.0,0.0,2.58,0,37.0,
197,0.0,3.4800000000000004,0,0.0,0.0,5.58,0,5.0,
198,0.0,0,0,0.0,2.0,0,0,8.0,
199,16.0,8.48,0,0.0,0.0,0,12.72,0.0,
