step,ps0,ps1,ps2,ps3,ps4,ps5,ps6,ps7,
0,2971.66,434.8,0.0,0,0,0.0,296.0,2906.9,
1,3141.66,435.8,0.0,1.3200000000000003,0,0.0,308.0,2796.9,
2,3377.66,446.8,0.0,1.3200000000000003,0,0.0,311.0,2903.9,
3,2970.66,438.8,0.0,2.3200000000000003,0,0.0,308.0,3308.9,
4,3059.66,441.8,0.0,2.3200000000000003,0,0.0,306.0,2799.9,
5,3073.66,438.8,0.0,10.32,0,0.0,314.0,2919.9,
6,2927.66,402.8,0.0,2.3200000000000003,0,0.0,302.0,2585.9,
7,2631.66,349.8,0.0,1.3200000000000003,0,0.0,255.0,2404.9,
8,2649.66,313.8,0.0,4.32,0,0.0,200.0,2066.9,
9,1878.66,298.8,0.0,0.3200000000000003,0,0.0,204.0,1798.9,
10,1752.66,271.8,0.0,0,0,0.0,195.0,1670.9,
11,1423.66,270.8,0.0,0,0,0.0,187.0,1599.9,
12,1455.66,239.8,0.0,0,0,0.0,166.0,1455.9,
13,1355.66,236.8,0.0,0,0,0.0,144.0,2523.9,
14,1227.66,201.8,0.0,1.3200000000000003,0,0.0,134.0,1655.9,
15,1088.66,198.8,0.0,0,0,0.0,112.0,1043.9,
16,896.66,180.8,0.0,4.32,0,0.0,101.0,925.9,
17,870.66,168.8,0.0,0,6.98,0.0,92.0,0,
18,1720.66,153.8,0.0,1.3200000000000003,0,0.0,79.0,765.9,
19,1695.66,161.8,0.0,0.3200000000000003,3.98,0.0,76.0,791.9,
20,623.66,133.8,0.0,0.3200000000000003,0,0.0,57.0,722.9,
21,617.66,129.8,0.0,0.3200000000000003,0,0.0,43.0,0,
22,558.66,125.8,0.0,1.3200000000000003,0.98,0.0,40.0,612.9,
23,1435.66,120.8,0.0,0,0,0.0,50.0,555.9,
24,472.66,104.8,0.0,0,0,0.0,27.0,441.9,
25,465.66,97.8,0.0,0,0,0.0,25.0,406.9,
26,0,89.8,0.0,0,0,0.0,13.0,496.9,
27,455.66,88.8,0.0,0.3200000000000003,0,0.0,19.0,403.9,
28,431.66,79.8,0.0,2.3200000000000003,0,0.0,0.0,328.9,
29,337.66,88.8,0.0,0.3200000000000003,0,0.0,0.0,0,
30,378.66,69.8,0.0,0,0,0.0,0.0,335.9,
31,489.66,65.8,0.0,0,0,0.0,0.0,454.9,
32,268.66,50.8,0.0,0.3200000000000003,0,0.0,0.0,950.9,
33,311.66,55.8,0.0,0,0,0.0,0.0,273.9,
34,0,52.8,0.0,2.3200000000000003,0,0.0,0.0,256.9,
35,224.66,51.8,0.0,0,0,0.0,0.0,250.9,
36,329.66,45.8,0.0,0,0,0.0,0.0,225.9,
37,234.66,37.8,0.0,0,0,0.0,0.0,200.9,
38,177.66,39.8,0.0,2.3200000000000003,0,0.0,0.0,127.9,
39,158.66,33.8,0.0,0.3200000000000003,0,0.0,0.0,0,
40,187.66,25.8,0.0,2.3200000000000003,0,0.0,0.0,154.9,
41,764.66,28.8,0.0,0,0,0.0,0.0,81.9,
42,145.66,23.8,0.0,2.3200000000000003,0,0.0,0.0,83.9,
43,161.66,22.8,0.0,3.3200000000000003,0,0.0,0.0,107.9,
44,0,31.8,0.0,2.3200000000000003,0,0.0,0.0,733.9,
45,104.66,20.8,0.0,0,0,0.0,0.0,51.9,
46,127.66,17.8,0.0,0,0,0.0,0.0,147.9,
47,125.66,0.8,0.0,0.3200000000000003,0,0.0,0.0,74.9,
48,79.66,14.8,0.0,0,0,0.0,0.0,52.9,
49,480.66,15.8,0.0,3.3200000000000003,0,0.0,0.0,0,
50,71.66,10.8,0.0,0.3200000000000003,0,0.0,0.0,0,
51,493.66,10.8,0.0,1.3200000000000003,0,0.0,0.0,23.9,
52,64.66,13.8,0.0,0,0,0.0,0.0,41.9,
53,51.66,6.8,0.0,0,0,0.0,0.0,538.9,
54,0,6.8,0.0,0,0,0.0,0.0,0,
55,60.66,28.8,0.0,0,0,0.0,0.0,0,
56,67.66,5.8,0.0,2.3200000000000003,0,0.0,0.0,13.9,
57,28.66,1.8,0.0,0,0,0.0,0.0,0,
58,39.66,0,0.0,0.3200000000000003,0,0.0,0.0,0,
59,0,0,0.0,3.3200000000000003,0,0.0,0.0,0,
60,10.66,0,0.0,0,0,0.0,0.0,0,
61,4.66,2.8,0.0,0,0,0.0,0.0,0,
62,31.66,20.8,0.0,1.3200000000000003,0,0.0,0.0,0,
63,7.66,0,0.0,1.3200000000000003,0,0.0,0.0,0,
64,26.66,0,0.0,1.3200000000000003,0,0.0,0.0,280.9,
65,24.66,0,0.0,8.32,0,0.0,0.0,348.9,
66,0,0,0.0,0,0,0.0,0.0,0,
67,0,0,0.0,0,0,0.0,0.0,0,
68,0,0,0.0,1.3200000000000003,0,0.0,0.0,0,
69,88.66,0,0.0,0,0,0.0,0.0,0,
70,284.66,10.8,0.0,1.3200000000000003,3.98,0.0,0.0,0,
71,2.66,0,0.0,0,0,0.0,0.0,277.9,
72,0.6599999999999999,0,0.0,0,1.98,0.0,0.0,0,
73,0,0,0.0,0,0,0.0,0.0,0,
74,0,0,0.0,1.3200000000000003,1.98,0.0,0.0,0,
75,0,0,0.0,1.3200000000000003,0,0.0,0.0,0,
76,0,0,0.0,0,0,0.0,0.0,0,
77,0,0,0.0,0,0,0.0,0.0,0,
78,0,0,0.0,3.3200000000000003,0,0.0,0.0,0,
79,0,0,0.0,1.3200000000000003,0,0.0,0.0,0,
80,0,6.8,0.0,0.3200000000000003,0,0.0,0.0,0,
81,0,0,0.0,0,0,0.0,0.0,0,
82,37.66,0,0.0,5.32,0,0.0,0.0,0,
83,0,0,0.0,1.3200000000000003,0,0.0,0.0,75.9,
84,0,0,0.0,1.3200000000000003,0,0.0,0.0,0,
85,0,0,0.0,5.32,0,0.0,0.0,0,
86,0,0,0.0,2.3200000000000003,0,0.0,0.0,0,
87,0,0,0.0,1.3200000000000003,0,0.0,0.0,0,
88,0,0,0.0,0,0,0.0,0.0,0,
89,0,0,0.0,0,0,0.0,0.0,0,
90,0,15.8,0.0,2.3200000000000003,0,0.0,0.0,0,
91,0,9.8,0.0,1.3200000000000003,0,0.0,0.0,0,
92,0,0,0.0,0.3200000000000003,0,0.0,0.0,0,
93,0,0,0.0,0.3200000000000003,0,0.0,0.0,0,
94,0,0,0.0,2.3200000000000003,0,0.0,0.0,0,
95,0,0,0.0,0,0,0.0,0.0,88.9,
96,0,0,0.0,3.3200000000000003,0,0.0,0.0,0,
97,0,0,0.0,0,0,0.0,0.0,0,
98,0,0,0.0,0,0,0.0,0.0,0,
99,0,0,0.0,0,0,0.0,0.0,0,
100,68.66,0,0.0,0,0,0.0,0.0,0,
101,0,0,0.0,0,0,0.0,0.0,0,
102,18.66,0,0.0,2.3200000000000003,0,0.0,0.0,0,
103,0,0,0.0,0,0,0.0,0.0,0,
104,0,0,0.0,3.3200000000000003,0,0.0,0.0,54.9,
105,0,0,0.0,0,0,0.0,0.0,0,
106,0,0,0.0,2.3200000000000003,0,0.0,0.0,0,
107,0,0,0.0,2.3200000000000003,0,0.0,0.0,0,
108,0,0,0.0,0,0,0.0,0.0,0,
109,71.66,0,0.0,3.3200000000000003,0,0.0,0.0,0,
110,0,0,0.0,0,0,0.0,0.0,0,
111,0,0,0.0,0.3200000000000003,0,0.0,0.0,0,
112,0,0,0.0,0.3200000000000003,0,0.0,0.0,20.9,
113,0,0,0.0,0,0,0.0,0.0,0,
114,0,0,0.0,0,0,0.0,0.0,0,
115,0,0,0.0,0,0,0.0,0.0,22.9,
116,0,0,0.0,1.3200000000000003,1.98,0.0,0.0,7.9,
117,0,0,0.0,1.3200000000000003,0,0.0,0.0,0,
118,0,0,0.0,0,0,0.0,0.0,0,
119,0,0,0.0,1.3200000000000003,0,0.0,0.0,0,
120,0,0,0.0,0,0,0.0,0.0,0,
121,24.66,0,0.0,0,0,0.0,0.0,0,
122,0,0,0.0,0,0,0.0,0.0,0,
123,0,0,0.0,0.3200000000000003,0,0.0,0.0,0,
124,0,0,0.0,0.3200000000000003,0,0.0,0.0,0,
125,0,0,0.0,0,0,0.0,0.0,0,
126,0,0,0.0,0,0,0.0,0.0,0,
127,0,0,0.0,1.3200000000000003,0,0.0,0.0,0,
128,0,0,0.0,0,0,0.0,0.0,0,
129,0,0,0.0,3.3200000000000003,0,0.0,0.0,0,
130,0,0,0.0,3.3200000000000003,0,0.0,0.0,0,
131,0,0,0.0,0,0,0.0,0.0,0,
132,0,0,0.0,0,0,0.0,0.0,0,
133,0,0,0.0,0.3200000000000003,0,0.0,0.0,0,
134,0,0,0.0,0.3200000000000003,0,0.0,0.0,0,
135,0,0,0.0,0.3200000000000003,0,0.0,0.0,0,
136,0,0,0.0,0,0,0.0,0.0,0,
137,0,0,0.0,3.3200000000000003,0,0.0,0.0,0,
138,0,0,0.0,1.3200000000000003,0,0.0,0.0,0,
139,0,0,0.0,0,0,0.0,0.0,0,
140,0,0,0.0,0,0,0.0,0.0,0,
141,0,0,0.0,3.3200000000000003,0,0.0,0.0,0,
142,0,0,0.0,0,0,0.0,0.0,0,
143,0,0,0.0,0,0,0.0,0.0,0,
144,0,0,0.0,0,0,0.0,0.0,0,
145,0,0,0.0,0.3200000000000003,0,0.0,0.0,0,
146,0,0,0.0,3.3200000000000003,0,0.0,0.0,0,
147,0,0,0.0,7.32,2.98,0.0,0.0,0,
148,0,0,0.0,0,0,0.0,0.0,0,
149,0,0,0.0,0.3200000000000003,0,0.0,0.0,0,
150,0,0,0.0,0.3200000000000003,0,0.0,0.0,0,
151,0,0,0.0,0,0,0.0,0.0,0,
152,0,0,0.0,6.32,0,0.0,0.0,0,
153,0,0,0.0,6.32,0,0.0,0.0,0,
154,0,0,0.0,1.3200000000000003,3.98,0.0,0.0,0,
155,0,0,0.0,4.32,0,0.0,0.0,0,
156,0,0,0.0,0,0,0.0,0.0,0,
157,0,0,0.0,2.3200000000000003,0,0.0,0.0,0,
158,0,0,0.0,1.3200000000000003,0,0.0,0.0,0,
159,0,0,0.0,0,2.98,0.0,0.0,0,
160,0,0,0.0,2.3200000000000003,0,0.0,0.0,0,
161,0,0,0.0,0,0,0.0,0.0,0,
162,0,0,0.0,0,0,0.0,0.0,0,
163,0,0,0.0,1.3200000000000003,0,0.0,0.0,0,
164,0,0,0.0,1.3200000000000003,0,0.0,0.0,0,
165,0,0,0.0,0.3200000000000003,0,0.0,0.0,0,
166,0,0,0.0,0.3200000000000003,0,0.0,0.0,0,
167,0,0,0.0,0,0,0.0,0.0,0,
168,0,0,0.0,0,0,0.0,0.0,0,
169,0,0,0.0,0,0,0.0,0.0,0,
170,0,0,0.0,0.3200000000000003,0,0.0,0.0,0,
171,0,0,0.0,3.3200000000000003,0,0.0,0.0,0,
172,0,0,0.0,2.3200000000000003,0,0.0,0.0,0,
173,0,0,0.0,0,0,0.0,0.0,0,
174,0,0,0.0,0,0,0.0,0.0,0,
175,0,0,0.0,0,0,0.0,0.0,0,
176,0,0,0.0,0,0,0.0,0.0,0,
177,0,0,0.0,2.3200000000000003,0,0.0,0.0,0,
178,0,0,0.0,0.3200000000000003,0,0.0,0.0,0,
179,0,0,0.0,0,0,0.0,0.0,0,
180,0,0,0.0,4.32,0,0.0,0.0,0,
181,0,0,0.0,0,0,0.0,0.0,0,
182,0,0,0.0,0,0,0.0,0.0,0,
183,0,0,0.0,0,0,0.0,0.0,0,
184,0,0,0.0,0,0,0.0,0.0,0,
185,0,0,0.0,4.32,0,0.0,0.0,0,
186,0,0,0.0,0,0,0.0,0.0,0,
187,0,0,0.0,3.3200000000000003,0,0.0,0.0,0,
188,0,0,0.0,0,0,0.0,0.0,0,
189,0,0,0.0,2.3200000000000003,0,0.0,0.0,0,
190,0,0,0.0,0,0,0.0,0.0,0,
191,0,0,0.0,0,0,0.0,0.0,0,
192,0,0,0.0,1.3200000000000003,0,0.0,0.0,0,
193,0,0,0.0,3.3200000000000003,0,0.0,0.0,0,
194,0,0,0.0,3.3200000000000003,5.98,0.0,0.0,0,
195,0,0,0.0,0,0,0.0,0.0,0,
196,0,0,0.0,0,0,0.0,0.0,0,
197,0,0,0.0,0.3200000000000003,0,0.0,0.0,0,
198,0,0,0.0,0,0,0.0,0.0,0,
199,0,0,0.0,1.3200000000000003,0,0.0,0.0,0,
