step,x_center,y_center,width,height,conf,label,time
0,18.584125518798828,59.119667053222656,37.274620056152344,85.38267517089844,0.9324082136154175,Blue Block,0.07329845428466797
0,126.00335693359375,49.55342102050781,31.161598205566406,30.25943374633789,0.4685048460960388,Green Block,0.07329845428466797
1,18.584125518798828,59.119667053222656,37.274620056152344,85.38267517089844,0.9324082136154175,Blue Block,0.02625250816345215
1,126.00335693359375,49.55342102050781,31.161598205566406,30.25943374633789,0.4685048460960388,Green Block,0.02625250816345215
2,18.619380950927734,59.11346435546875,37.3369140625,85.35580444335938,0.9286264777183533,Blue Block,0.02654552459716797
2,126.00172424316406,49.52734375,31.3759765625,30.429107666015625,0.6844571232795715,Green Block,0.02654552459716797
2,126.14697265625,49.44554138183594,31.46404266357422,30.017642974853516,0.3700852692127228,Epuck,0.02654552459716797
3,18.619380950927734,59.11346435546875,37.3369140625,85.35580444335938,0.9286264777183533,Blue Block,0.02706170082092285
3,126.00172424316406,49.52734375,31.3759765625,30.429107666015625,0.6844571232795715,Green Block,0.02706170082092285
3,126.14697265625,49.44554138183594,31.46404266357422,30.017642974853516,0.3700852692127228,Epuck,0.02706170082092285
4,17.90625,59.37738800048828,36.172637939453125,85.55888366699219,0.9221177697181702,Blue Block,0.02614450454711914
4,125.98956298828125,49.44060134887695,30.82628631591797,29.955528259277344,0.6413717269897461,Green Block,0.02614450454711914
4,126.07577514648438,49.26942443847656,30.500152587890625,29.845123291015625,0.32367706298828125,Epuck,0.02614450454711914
5,17.90625,59.37738800048828,36.172637939453125,85.55888366699219,0.9221177697181702,Blue Block,0.026454925537109375
5,125.98956298828125,49.44060134887695,30.82628631591797,29.955528259277344,0.6413717269897461,Green Block,0.026454925537109375
5,126.07577514648438,49.26942443847656,30.500152587890625,29.845123291015625,0.32367706298828125,Epuck,0.026454925537109375
6,18.78927230834961,58.910308837890625,37.646324157714844,84.79205322265625,0.9307401180267334,Blue Block,0.037125349044799805
6,125.97611999511719,50.159149169921875,30.91949462890625,31.7828369140625,0.46032392978668213,Green Block,0.037125349044799805
7,18.78927230834961,58.910308837890625,37.646324157714844,84.79205322265625,0.9307401180267334,Blue Block,0.02652764320373535
7,125.97611999511719,50.159149169921875,30.91949462890625,31.7828369140625,0.46032392978668213,Green Block,0.02652764320373535
8,37.26478576660156,58.56085968017578,74.105712890625,82.64332580566406,0.9628626704216003,Blue Block,0.026448726654052734
8,147.81674194335938,48.79823684692383,24.019256591796875,35.821876525878906,0.5484916567802429,Green Block,0.026448726654052734
9,37.26478576660156,58.56085968017578,74.105712890625,82.64332580566406,0.9628626704216003,Blue Block,0.02596592903137207
9,147.81674194335938,48.79823684692383,24.019256591796875,35.821876525878906,0.5484916567802429,Green Block,0.02596592903137207
10,53.59356689453125,57.62782669067383,106.20648193359375,77.93558502197266,0.9731841683387756,Blue Block,0.026049137115478516
11,53.59356689453125,57.62782669067383,106.20648193359375,77.93558502197266,0.9731841683387756,Blue Block,0.025720596313476562
12,85.0494613647461,56.42284393310547,110.03474426269531,75.50131225585938,0.9780579209327698,Blue Block,0.026080608367919922
12,15.30538558959961,51.11066818237305,29.975181579589844,51.459693908691406,0.938915491104126,Red Block,0.026080608367919922
13,85.0494613647461,56.42284393310547,110.03474426269531,75.50131225585938,0.9780579209327698,Blue Block,0.026643753051757812
13,15.30538558959961,51.11066818237305,29.975181579589844,51.459693908691406,0.938915491104126,Red Block,0.026643753051757812
14,115.96559143066406,57.005592346191406,87.98075103759766,76.93061828613281,0.9493533968925476,Blue Block,0.026140451431274414
14,42.83705139160156,49.791114807128906,58.896392822265625,47.43256759643555,0.88765549659729,Red Block,0.026140451431274414
15,115.96559143066406,57.005592346191406,87.98075103759766,76.93061828613281,0.9493533968925476,Blue Block,0.025658130645751953
15,42.83705139160156,49.791114807128906,58.896392822265625,47.43256759643555,0.88765549659729,Red Block,0.025658130645751953
16,128.22560119628906,58.23030090332031,64.4837875366211,81.47146606445312,0.9157159924507141,Blue Block,0.02619004249572754
16,65.05369567871094,50.3985595703125,46.96022033691406,46.47714614868164,0.9153971672058105,Red Block,0.02619004249572754
16,37.57765197753906,55.21488571166992,19.54955291748047,35.93927764892578,0.878071129322052,Red Block,0.02619004249572754
17,128.22560119628906,58.23030090332031,64.4837875366211,81.47146606445312,0.9157159924507141,Blue Block,0.026200532913208008
17,65.05369567871094,50.3985595703125,46.96022033691406,46.47714614868164,0.9153971672058105,Red Block,0.026200532913208008
17,37.57765197753906,55.21488571166992,19.54955291748047,35.93927764892578,0.878071129322052,Red Block,0.026200532913208008
18,99.91412353515625,50.05512619018555,67.12146759033203,49.05693817138672,0.9681719541549683,Red Block,0.02571868896484375
18,146.30836486816406,59.288238525390625,27.925140380859375,84.41160583496094,0.9431261420249939,Blue Block,0.02571868896484375
19,99.91412353515625,50.05512619018555,67.12146759033203,49.05693817138672,0.9681719541549683,Red Block,0.02646470069885254
19,146.30836486816406,59.288238525390625,27.925140380859375,84.41160583496094,0.9431261420249939,Blue Block,0.02646470069885254
20,132.8131866455078,50.67237091064453,54.435455322265625,52.3206672668457,0.9668717980384827,Red Block,0.02679276466369629
21,132.8131866455078,50.67237091064453,54.435455322265625,52.3206672668457,0.9668717980384827,Red Block,0.025527000427246094
22,146.5629119873047,51.46540451049805,27.08526611328125,52.99767303466797,0.9120448231697083,Red Block,0.025665760040283203
22,131.9995574951172,62.04681396484375,25.97716522216797,25.420276641845703,0.5131497383117676,Red Block,0.025665760040283203
22,7.5230021476745605,12.855175018310547,15.093417167663574,25.986000061035156,0.4358384311199188,Green Block,0.025665760040283203
22,16.006893157958984,12.741779327392578,33.88585662841797,24.596572875976562,0.28558722138404846,Green Block,0.025665760040283203
23,146.5629119873047,51.46540451049805,27.08526611328125,52.99767303466797,0.9120448231697083,Red Block,0.025693416595458984
23,131.9995574951172,62.04681396484375,25.97716522216797,25.420276641845703,0.5131497383117676,Red Block,0.025693416595458984
23,7.5230021476745605,12.855175018310547,15.093417167663574,25.986000061035156,0.4358384311199188,Green Block,0.025693416595458984
23,16.006893157958984,12.741779327392578,33.88585662841797,24.596572875976562,0.28558722138404846,Green Block,0.025693416595458984
24,153.07308959960938,50.56904983520508,13.83673095703125,55.83556365966797,0.8322201371192932,Red Block,0.0258939266204834
25,153.07308959960938,50.56904983520508,13.83673095703125,55.83556365966797,0.8322201371192932,Red Block,0.025978565216064453
42,5.617265701293945,14.351511001586914,10.956817626953125,29.12726593017578,0.3613053858280182,Green Block,0.025859355926513672
43,5.617265701293945,14.351511001586914,10.956817626953125,29.12726593017578,0.3613053858280182,Green Block,0.025997638702392578
44,9.43077278137207,51.161746978759766,18.547199249267578,68.36617279052734,0.44305986166000366,Epuck,0.025742053985595703
45,9.43077278137207,51.161746978759766,18.547199249267578,68.36617279052734,0.44305986166000366,Epuck,0.025732755661010742
46,35.86400604248047,54.60675811767578,69.96583557128906,54.080841064453125,0.8983789682388306,Epuck,0.025439023971557617
47,35.86400604248047,54.60675811767578,69.96583557128906,54.080841064453125,0.8983789682388306,Epuck,0.0256805419921875
48,65.18081665039062,52.055599212646484,69.88365173339844,48.93572235107422,0.6995460987091064,Epuck,0.025661706924438477
49,65.18081665039062,52.055599212646484,69.88365173339844,48.93572235107422,0.6995460987091064,Epuck,0.02641892433166504
50,75.02923583984375,50.782318115234375,65.71965026855469,50.14256286621094,0.7499479651451111,Epuck,0.025664806365966797
51,75.02923583984375,50.782318115234375,65.71965026855469,50.14256286621094,0.7499479651451111,Epuck,0.0263519287109375
54,128.4264678955078,50.77562713623047,63.95636749267578,57.8858528137207,0.822080671787262,Epuck,0.02573561668395996
55,128.4264678955078,50.77562713623047,63.95636749267578,57.8858528137207,0.822080671787262,Epuck,0.025872230529785156
56,146.73223876953125,52.46053695678711,26.92779541015625,58.04216766357422,0.544793426990509,Epuck,0.025822877883911133
57,146.73223876953125,52.46053695678711,26.92779541015625,58.04216766357422,0.544793426990509,Epuck,0.025827646255493164
64,7.03983211517334,54.03917694091797,14.044607162475586,73.83644104003906,0.8155500292778015,Green Block,0.026322126388549805
65,7.03983211517334,54.03917694091797,14.044607162475586,73.83644104003906,0.8155500292778015,Green Block,0.025751590728759766
66,22.542701721191406,55.25971984863281,44.669410705566406,62.16763687133789,0.9600673317909241,Blue Block,0.025784015655517578
67,22.542701721191406,55.25971984863281,44.669410705566406,62.16763687133789,0.9600673317909241,Blue Block,0.025751352310180664
68,36.08771514892578,54.97840118408203,72.44718933105469,60.73811340332031,0.9734144806861877,Blue Block,0.028014659881591797
69,36.08771514892578,54.97840118408203,72.44718933105469,60.73811340332031,0.9734144806861877,Blue Block,0.025697946548461914
70,66.77389526367188,54.886680603027344,68.77059936523438,59.7318229675293,0.9517390727996826,Blue Block,0.0255887508392334
70,32.10645294189453,58.06068420410156,16.731962203979492,42.80149841308594,0.678984522819519,Blue Block,0.0255887508392334
71,66.77389526367188,54.886680603027344,68.77059936523438,59.7318229675293,0.9517390727996826,Blue Block,0.025614500045776367
71,32.10645294189453,58.06068420410156,16.731962203979492,42.80149841308594,0.678984522819519,Blue Block,0.025614500045776367
72,114.08283996582031,54.544952392578125,55.77618408203125,63.37202453613281,0.9495688676834106,Blue Block,0.025516748428344727
72,77.4095230102539,54.84281921386719,25.960952758789062,52.9617919921875,0.8787351846694946,Blue Block,0.025516748428344727
73,114.08283996582031,54.544952392578125,55.77618408203125,63.37202453613281,0.9495688676834106,Blue Block,0.02639293670654297
73,77.4095230102539,54.84281921386719,25.960952758789062,52.9617919921875,0.8787351846694946,Blue Block,0.02639293670654297
74,135.9545135498047,54.126583099365234,47.200592041015625,68.62088775634766,0.845217764377594,Blue Block,0.02612161636352539
74,108.66095733642578,53.944549560546875,20.401596069335938,55.85854721069336,0.7527071833610535,Blue Block,0.02612161636352539
75,135.9545135498047,54.126583099365234,47.200592041015625,68.62088775634766,0.845217764377594,Blue Block,0.025849580764770508
75,108.66095733642578,53.944549560546875,20.401596069335938,55.85854721069336,0.7527071833610535,Blue Block,0.025849580764770508
76,142.69093322753906,55.168968200683594,34.835205078125,65.10148620605469,0.9508670568466187,Blue Block,0.02600407600402832
77,142.69093322753906,55.168968200683594,34.835205078125,65.10148620605469,0.9508670568466187,Blue Block,0.026029109954833984
80,3.576291084289551,44.011070251464844,7.234378814697266,40.068878173828125,0.5248796939849854,Blue Block,0.02598261833190918
81,3.576291084289551,44.011070251464844,7.234378814697266,40.068878173828125,0.5248796939849854,Blue Block,0.02613377571105957
82,16.85165786743164,44.03327178955078,33.71734619140625,42.73333740234375,0.9603275656700134,Blue Block,0.026295185089111328
82,141.27413940429688,43.23607635498047,31.099884033203125,18.675567626953125,0.8203791379928589,Black Block,0.026295185089111328
83,16.85165786743164,44.03327178955078,33.71734619140625,42.73333740234375,0.9603275656700134,Blue Block,0.025855541229248047
83,141.27413940429688,43.23607635498047,31.099884033203125,18.675567626953125,0.8203791379928589,Black Block,0.025855541229248047
84,36.68507385253906,43.34325408935547,65.62030029296875,39.72064208984375,0.955740213394165,Blue Block,0.02869701385498047
85,36.68507385253906,43.34325408935547,65.62030029296875,39.72064208984375,0.955740213394165,Blue Block,0.025775671005249023
86,63.2720947265625,43.69327163696289,61.543243408203125,37.12743377685547,0.9532661437988281,Blue Block,0.026755332946777344
86,127.89998626708984,14.986989974975586,64.63304138183594,29.633472442626953,0.6262927651405334,Epuck,0.026755332946777344
87,63.2720947265625,43.69327163696289,61.543243408203125,37.12743377685547,0.9532661437988281,Blue Block,0.025783538818359375
87,127.89998626708984,14.986989974975586,64.63304138183594,29.633472442626953,0.6262927651405334,Epuck,0.025783538818359375
88,106.52674102783203,43.453800201416016,62.60603332519531,36.313880920410156,0.9631531834602356,Blue Block,0.026126623153686523
89,106.52674102783203,43.453800201416016,62.60603332519531,36.313880920410156,0.9631531834602356,Blue Block,0.026095867156982422
90,129.78404235839844,43.26484298706055,60.70641326904297,39.018211364746094,0.9665123224258423,Blue Block,0.02556014060974121
91,129.78404235839844,43.26484298706055,60.70641326904297,39.018211364746094,0.9665123224258423,Blue Block,0.026044607162475586
92,151.4924774169922,44.06855392456055,17.052886962890625,46.72130584716797,0.906536340713501,Blue Block,0.0260617733001709
93,151.4924774169922,44.06855392456055,17.052886962890625,46.72130584716797,0.906536340713501,Blue Block,0.026211977005004883
96,78.73188018798828,48.90818786621094,43.43080139160156,31.059494018554688,0.7841288447380066,Green Block,0.037705183029174805
97,78.73188018798828,48.90818786621094,43.43080139160156,31.059494018554688,0.7841288447380066,Green Block,0.02615499496459961
100,23.47040557861328,58.68047332763672,46.925323486328125,86.00254821777344,0.9585180878639221,Blue Block,0.026517629623413086
100,53.602622985839844,41.93865966796875,16.5546875,46.33772277832031,0.9119009971618652,Blue Block,0.026517629623413086
100,139.60496520996094,48.44344711303711,39.60589599609375,32.65898895263672,0.40359827876091003,Epuck,0.026517629623413086
101,23.47040557861328,58.68047332763672,46.925323486328125,86.00254821777344,0.9585180878639221,Blue Block,0.02657914161682129
101,53.602622985839844,41.93865966796875,16.5546875,46.33772277832031,0.9119009971618652,Blue Block,0.02657914161682129
101,139.60496520996094,48.44344711303711,39.60589599609375,32.65898895263672,0.40359827876091003,Epuck,0.02657914161682129
102,36.12458801269531,58.18348693847656,72.1590576171875,82.68675231933594,0.9667990803718567,Blue Block,0.026762008666992188
103,36.12458801269531,58.18348693847656,72.1590576171875,82.68675231933594,0.9667990803718567,Blue Block,0.026423215866088867
104,56.162818908691406,56.92797088623047,110.44284057617188,77.75379943847656,0.9664687514305115,Blue Block,0.02595973014831543
105,56.162818908691406,56.92797088623047,110.44284057617188,77.75379943847656,0.9664687514305115,Blue Block,0.026113271713256836
106,99.9820785522461,57.2174072265625,105.86619567871094,73.08969116210938,0.9529837369918823,Blue Block,0.026062488555908203
106,21.133758544921875,50.92842102050781,42.03765869140625,48.97926330566406,0.9442691802978516,Red Block,0.026062488555908203
106,26.84711456298828,13.342168807983398,54.398719787597656,26.609180450439453,0.30428820848464966,Green Block,0.026062488555908203
107,99.9820785522461,57.2174072265625,105.86619567871094,73.08969116210938,0.9529837369918823,Blue Block,0.0256960391998291
107,21.133758544921875,50.92842102050781,42.03765869140625,48.97926330566406,0.9442691802978516,Red Block,0.0256960391998291
107,26.84711456298828,13.342168807983398,54.398719787597656,26.609180450439453,0.30428820848464966,Green Block,0.0256960391998291
108,115.53971862792969,58.20294952392578,89.04678344726562,76.64503479003906,0.9712165594100952,Blue Block,0.025796175003051758
108,40.62550735473633,50.18201446533203,59.95862579345703,47.69972610473633,0.9565475583076477,Red Block,0.025796175003051758
109,115.53971862792969,58.20294952392578,89.04678344726562,76.64503479003906,0.9712165594100952,Blue Block,0.025958776473999023
109,40.62550735473633,50.18201446533203,59.95862579345703,47.69972610473633,0.9565475583076477,Red Block,0.025958776473999023
110,133.49378967285156,58.918235778808594,53.044677734375,84.43437194824219,0.9662321209907532,Blue Block,0.026031494140625
110,75.7791976928711,49.8299560546875,64.32249450683594,47.48629379272461,0.9644626379013062,Red Block,0.026031494140625
111,133.49378967285156,58.918235778808594,53.044677734375,84.43437194824219,0.9662321209907532,Blue Block,0.02590203285217285
111,75.7791976928711,49.8299560546875,64.32249450683594,47.48629379272461,0.9644626379013062,Red Block,0.02590203285217285
112,109.58557891845703,50.261260986328125,69.70188903808594,50.04716491699219,0.9676735997200012,Red Block,0.02582263946533203
112,151.10848999023438,62.331443786621094,17.8907470703125,78.28886413574219,0.9121018648147583,Blue Block,0.02582263946533203
113,109.58557891845703,50.261260986328125,69.70188903808594,50.04716491699219,0.9676735997200012,Red Block,0.026115894317626953
113,151.10848999023438,62.331443786621094,17.8907470703125,78.28886413574219,0.9121018648147583,Blue Block,0.026115894317626953
114,130.09632873535156,50.645721435546875,59.855621337890625,52.82553482055664,0.9679977297782898,Red Block,0.025814294815063477
115,130.09632873535156,50.645721435546875,59.855621337890625,52.82553482055664,0.9679977297782898,Red Block,0.025946378707885742
116,150.74221801757812,50.929527282714844,18.44329833984375,57.79130935668945,0.907677412033081,Red Block,0.025823593139648438
117,150.74221801757812,50.929527282714844,18.44329833984375,57.79130935668945,0.907677412033081,Red Block,0.02625274658203125
130,19.754573822021484,13.783711433410645,38.33135223388672,26.917142868041992,0.4473218619823456,Blue Block,0.026175260543823242
130,19.821977615356445,13.40457534790039,38.7323112487793,26.069995880126953,0.38311874866485596,Epuck,0.026175260543823242
131,19.754573822021484,13.783711433410645,38.33135223388672,26.917142868041992,0.4473218619823456,Blue Block,0.02552938461303711
131,19.821977615356445,13.40457534790039,38.7323112487793,26.069995880126953,0.38311874866485596,Epuck,0.02552938461303711
136,17.05044174194336,54.6877555847168,34.0660400390625,63.536476135253906,0.8623128533363342,Epuck,0.026088237762451172
137,17.05044174194336,54.6877555847168,34.0660400390625,63.536476135253906,0.8623128533363342,Epuck,0.028073787689208984
138,29.97562026977539,52.954864501953125,58.69679260253906,56.05905532836914,0.4887349307537079,Epuck,0.02585434913635254
138,77.35482788085938,16.259586334228516,55.89836120605469,34.287147521972656,0.2514268755912781,Green Block,0.02585434913635254
139,29.97562026977539,52.954864501953125,58.69679260253906,56.05905532836914,0.4887349307537079,Epuck,0.025900602340698242
139,77.35482788085938,16.259586334228516,55.89836120605469,34.287147521972656,0.2514268755912781,Green Block,0.025900602340698242
140,39.39649963378906,52.50749969482422,76.193603515625,51.605712890625,0.39464521408081055,Epuck,0.02887105941772461
141,39.39649963378906,52.50749969482422,76.193603515625,51.605712890625,0.39464521408081055,Epuck,0.026190996170043945
156,8.182027816772461,53.91324996948242,16.15353012084961,69.7168197631836,0.7605249285697937,Blue Block,0.025841712951660156
156,8.56541633605957,54.70232391357422,17.417587280273438,70.66810607910156,0.4079951047897339,Green Block,0.025841712951660156
157,8.182027816772461,53.91324996948242,16.15353012084961,69.7168197631836,0.7605249285697937,Blue Block,0.026396512985229492
157,8.56541633605957,54.70232391357422,17.417587280273438,70.66810607910156,0.4079951047897339,Green Block,0.026396512985229492
158,16.096817016601562,54.663917541503906,32.20283508300781,64.18128967285156,0.9350493550300598,Blue Block,0.02628302574157715
159,16.096817016601562,54.663917541503906,32.20283508300781,64.18128967285156,0.9350493550300598,Blue Block,0.025542736053466797
160,33.742774963378906,54.00068664550781,67.50047302246094,60.58940124511719,0.9717628955841064,Blue Block,0.0260012149810791
161,33.742774963378906,54.00068664550781,67.50047302246094,60.58940124511719,0.9717628955841064,Blue Block,0.02570962905883789
162,56.561607360839844,54.05321502685547,76.83027648925781,61.152099609375,0.9587137699127197,Blue Block,0.025948286056518555
163,56.561607360839844,54.05321502685547,76.83027648925781,61.152099609375,0.9587137699127197,Blue Block,0.026507854461669922
164,84.44267272949219,46.21968078613281,76.92445373535156,46.100772857666016,0.8240342736244202,Blue Block,0.025681734085083008
165,84.44267272949219,46.21968078613281,76.92445373535156,46.100772857666016,0.8240342736244202,Blue Block,0.025896549224853516
166,125.10712432861328,54.1336555480957,57.16334533691406,63.75774383544922,0.9345675706863403,Blue Block,0.02587127685546875
166,85.03864288330078,55.30469512939453,19.72882080078125,51.98357009887695,0.5485491752624512,Blue Block,0.02587127685546875
167,125.10712432861328,54.1336555480957,57.16334533691406,63.75774383544922,0.9345675706863403,Blue Block,0.025542736053466797
167,85.03864288330078,55.30469512939453,19.72882080078125,51.98357009887695,0.5485491752624512,Blue Block,0.025542736053466797
168,141.77337646484375,56.11650085449219,36.593780517578125,68.07260131835938,0.9203799366950989,Blue Block,0.02610158920288086
168,116.52385711669922,65.6077880859375,29.105209350585938,32.16030502319336,0.8775848150253296,Blue Block,0.02610158920288086
169,141.77337646484375,56.11650085449219,36.593780517578125,68.07260131835938,0.9203799366950989,Blue Block,0.02596139907836914
169,116.52385711669922,65.6077880859375,29.105209350585938,32.16030502319336,0.8775848150253296,Blue Block,0.02596139907836914
