step,tof,accX,accY,accZ,acc,incl,orient,roll,pitch,gyroX,gyroY,gyroZ,mic0,mic1,mic2,mic3,
0,27,-222,-88,732,769.9688110351562,18.06610870361328,68.3735122680664,-16.75760460240919,-6.562694693163288,-47,-81,148,5,6,6,5,
1,27,-222,-91,738,776.021240234375,18.007450103759766,67.70748138427734,-16.623095432198287,-6.734274178364398,-38,-135,136,8,7,7,6,
2,27,-224,-89,730,768.7633056640625,18.270200729370117,68.32772064208984,-16.94041752447244,-6.648059981618877,-48,-114,153,6,6,6,6,
3,25,-223,-90,733,771.4389038085938,18.16108512878418,68.018310546875,-16.8022983267121,-6.699674932209599,-43,-75,145,5,5,5,5,
4,25,-223,-88,735,773.1093139648438,18.062673568725586,68.46158599853516,-16.764920943017948,-6.535919647591088,-56,-123,143,6,3,2,2,
5,25,-222,-90,738,775.9046630859375,17.980934143066406,67.92879486083984,-16.625666684258643,-6.660939788192266,-44,-168,123,4,3,3,4,
6,25,-235,-66,776,813.4844970703125,17.458921432495117,74.30943298339844,-16.790959519855747,-4.653662737483237,56,4633,681,12,6,9,6,
7,25,-219,-138,730,774.5353393554688,19.522096633911133,57.77985763549805,-16.424412218233314,-10.263263599711387,-164,5970,953,40,13,6,9,
8,27,-193,-87,828,854.6356201171875,14.339871406555176,65.73185729980469,-13.051527773992039,-5.842703640448386,6,1519,-723,40,43,44,37,
9,27,-260,-225,650,735.340087890625,27.876224517822266,49.12372970581055,-20.706312866474033,-17.81718589874457,-32,-114,-144,24,30,20,21,
10,27,-214,-87,724,759.961181640625,17.6943302154541,67.87288665771484,-16.355322639792334,-6.57360612643895,-65,-39,1024,12,12,12,11,
11,27,-230,-84,714,754.8192138671875,18.92679214477539,69.93368530273438,-17.740641681519257,-6.3893914450831435,-50,-396,719,11,8,8,8,
12,27,-230,-78,708,748.4971313476562,18.93147850036621,71.263427734375,-17.89553105730261,-5.981584765137251,48,-185,-1323,11,12,8,6,
13,27,-220,-86,672,712.3060913085938,19.364778518676758,68.64573669433594,-17.990299816292243,-6.934500822477449,-132,-14,809,13,10,11,9,
14,27,-220,-53,698,733.7662963867188,17.960750579833984,76.45197296142578,-17.446971029331497,-4.142085795161123,33,-251,134,13,11,10,11,
15,27,-224,-86,731,769.371826171875,18.169658660888672,68.9935073852539,-16.926614538917345,-6.4179063126688485,23,-190,1187,7,9,9,7,
16,27,-227,-106,711,753.8474731445312,19.408445358276367,64.96589660644531,-17.525001020384323,-8.083261609589217,-17,-249,-925,16,12,10,9,
17,27,-241,-45,731,771.016845703125,18.538484573364258,79.42044830322266,-18.214434091238388,-3.345939959209908,124,-332,8,13,14,9,9,
18,38,-229,-44,732,768.2454223632812,17.667869567871094,79.12078094482422,-17.342430085325287,-3.283318819972812,89,-303,569,13,16,12,9,
19,38,-213,-111,766,802.77392578125,17.407228469848633,62.471309661865234,-15.386561649287751,-7.947783178566398,-100,187,33,14,13,9,7,
20,38,-250,-124,679,734.1096801757812,22.340211868286133,63.61515426635742,-19.910299717836995,-9.724571878586449,89,-343,123,10,9,9,7,
21,38,-207,-160,728,773.5845336914062,19.765277862548828,52.29410934448242,-15.520640495179716,-11.936609810780567,-41,-785,1065,18,13,11,10,
22,29,-224,-64,737,772.9430541992188,17.539451599121094,74.05148315429688,-16.84606760712834,-4.749551423135638,-15,-165,513,8,10,9,7,
23,29,-229,-123,753,796.6046752929688,19.043031692504883,61.75547409057617,-16.706553254559246,-8.882308477421002,-37,518,-255,6,10,8,6,
24,29,-222,-130,758,800.4673461914062,18.74492645263672,59.64381790161133,-16.101390963076522,-9.346525777923405,-17,38,-1316,8,11,5,6,
25,29,-217,-117,767,805.64697265625,17.816499710083008,61.66427230834961,-15.62551754539626,-8.350303077049267,-146,-371,63,15,8,10,6,
26,29,-234,-119,673,722.3890991210938,21.307485580444336,63.04107666015625,-18.900468670519786,-9.48161792472669,28,-142,-205,9,6,9,8,
27,29,-220,-99,723,762.1876220703125,18.450584411621094,65.76889038085938,-16.776721853909432,-7.463193984193972,111,-405,183,7,8,8,6,
28,29,-209,-105,730,766.5546264648438,17.76341438293457,63.32195281982422,-15.821931343740935,-7.87292912516836,22,-387,772,10,11,11,10,
29,29,-219,-96,738,775.771240234375,17.950559616088867,66.32611083984375,-16.397507190440976,-7.108449838169661,-60,90,422,9,10,8,7,
30,29,-243,-92,722,767.3311157226562,19.790666580200195,69.2600326538086,-18.462388916203963,-6.88610588172621,101,-234,-206,8,7,9,9,
31,29,-228,-128,732,777.2979125976562,19.654817581176758,60.68647384643555,-17.057054659531918,-9.47824081940912,2,-292,-529,13,10,9,9,
32,25,-229,-101,699,742.4573974609375,19.698333740234375,66.19686126708984,-17.964953773945616,-7.81845811943646,2,-392,-139,7,15,9,9,
33,25,-206,-92,723,757.3829956054688,17.328248977661133,65.9310073852539,-15.782670607713968,-6.97700045845839,-120,-372,298,6,9,9,8,
34,25,-208,-81,732,765.277099609375,16.956335067749023,68.7196273803711,-15.771225840149357,-6.075796186195469,-75,-2,-66,7,7,8,8,
35,25,-224,-111,729,770.6737060546875,18.926143646240234,63.63650894165039,-16.897160511468105,-8.281102347856718,-44,258,769,8,8,8,8,
36,25,-233,-102,746,788.1681518554688,18.824678421020508,66.3543701171875,-17.194851227343573,-7.435731653062042,-68,-162,1030,7,10,9,8,
37,28,-219,-108,720,760.279541015625,18.731861114501953,63.7463264465332,-16.74136436400633,-8.166662620541528,-28,-358,63,7,8,8,9,
38,28,-225,-84,742,779.900634765625,17.9334774017334,69.52445983886719,-16.76807221775089,-6.183094981006008,-35,-83,-562,8,9,9,9,
39,28,-211,-99,757,792.0675659179688,17.110790252685547,64.86089324951172,-15.44964769790953,-7.180140179596243,-47,22,-733,8,9,10,11,
40,28,-208,-148,736,779.0147705078125,19.126916885375977,54.56298828125,-15.486060481528982,-10.951824942290221,-23,-238,822,7,10,8,9,
41,28,-231,-108,727,770.424560546875,19.326568603515625,64.93898010253906,-17.44767382548696,-8.058403817062185,72,-217,339,8,8,10,8,
42,30,-234,-127,738,784.5565795898438,19.835447311401367,61.50627136230469,-17.352983815703464,-9.31573778359922,-114,-342,863,7,8,7,6,
43,30,-233,-129,717,764.8653564453125,20.375267028808594,61.02546691894531,-17.735832002833142,-9.709751364434327,-20,-415,1094,6,5,5,6,
44,30,-212,-118,742,780.6612548828125,18.105152130126953,60.896018981933594,-15.757393771973945,-8.693803128533064,16,-50,-586,5,6,7,5,
45,30,-210,-100,750,785.2388305664062,17.227842330932617,64.53325653076172,-15.511665266164169,-7.316473631490194,4,51,-757,5,10,6,3,
46,30,-225,-90,731,770.1207885742188,18.33866310119629,68.19529724121094,-16.987434337271228,-6.711194842244215,21,-220,-610,7,10,5,5,
47,36,-212,-135,749,790.0443115234375,18.547582626342773,57.50770568847656,-15.565474280830431,-9.838784130015942,-135,-236,647,7,9,8,6,
48,36,-221,-90,726,764.2100219726562,18.192649841308594,67.83858489990234,-16.80931958110568,-6.763343528427403,71,-342,871,7,11,11,10,
49,36,-224,-77,725,762.7122802734375,18.09062385559082,71.02638244628906,-17.078924799106375,-5.7941952010537285,24,-98,521,8,7,7,10,
50,36,-240,-71,735,776.4444580078125,18.802610397338867,73.51688385009766,-18.00507962582491,-5.246596817612866,223,-81,522,6,10,9,8,
51,36,-200,-147,770,809.017333984375,17.864742279052734,53.680381774902344,-14.312682553218561,-10.468907716153293,32,-284,46,8,6,8,11,
52,40,-227,-131,750,794.4746704101562,19.259897232055664,60.00754928588867,-16.602094246931642,-9.490776537536874,218,-253,-333,7,5,6,8,
53,40,-223,-82,717,755.34228515625,18.33197593688965,69.80762481689453,-17.17135277815031,-6.232315526351605,-35,-241,-476,7,8,8,7,
54,40,-224,-79,712,750.5737915039062,18.446548461914062,70.57012176513672,-17.363830879243732,-6.041732253900803,-57,-71,-755,6,6,7,7,
55,40,-205,-183,786,832.6524047851562,19.268354415893555,48.24136734008789,-14.25283080066016,-12.696087550579955,-205,150,1143,9,6,6,8,
56,40,-213,-106,730,767.7922973632812,18.049449920654297,63.539215087890625,-16.106209640092306,-7.935496574399192,98,-72,768,8,12,8,9,
57,40,-204,-126,730,768.3696899414062,18.18109893798828,58.294979095458984,-15.396498230436954,-9.438192558010574,-28,-98,599,6,8,9,8,
58,40,-227,-111,706,749.8572998046875,19.690799713134766,63.93854904174805,-17.621302023286454,-8.512672847557987,-181,6,96,9,9,12,13,
59,40,-222,-103,735,774.6728515625,18.41392707824707,65.10700988769531,-16.652872763974695,-7.640635758129632,-65,-88,-355,5,12,8,6,
60,40,-221,-79,722,759.187744140625,18.00530433654785,70.32652282714844,-16.923858676129587,-5.972930313321912,-95,-127,-99,5,8,6,6,
61,47,-202,-74,744,774.4779052734375,16.125062942504883,69.87712097167969,-15.118775483580272,-5.482875255081605,-42,-198,-439,8,6,9,6,
62,47,-221,-107,739,778.7239379882812,18.377479553222656,64.16204071044922,-16.486989540289144,-7.897670491377574,-69,87,843,8,9,10,12,
63,47,-217,-165,723,772.685546875,20.656822204589844,52.748016357421875,-16.310266324742123,-12.329941204985206,-123,-183,1109,7,13,12,10,
64,47,-234,-99,726,769.1768188476562,19.286603927612305,67.06456756591797,-17.711323470226954,-7.394998168305979,-45,-58,93,13,10,11,11,
65,47,-228,-83,727,766.4215698242188,18.454416275024414,69.99347686767578,-17.30669369954783,-6.217067509399592,-84,-113,118,10,13,10,11,
66,45,-207,-93,741,774.9703369140625,17.025089263916016,65.80342102050781,-15.492188924704777,-6.892367797367535,-132,-151,-481,11,12,12,11,
67,45,-221,-126,751,792.9174194335938,18.711307525634766,60.307456970214844,-16.183679407627178,-9.143451150488099,10,15,-255,12,11,10,8,
68,45,-225,-145,753,799.1614379882812,19.567115783691406,57.196842193603516,-16.352443791872414,-10.453657846221368,-63,9,-364,10,12,11,11,
69,45,-257,-114,720,772.9456787109375,21.3278865814209,66.0755386352539,-19.420237288151288,-8.481364676509187,-216,-34,474,12,20,18,15,
70,45,-210,-117,738,776.1655883789062,18.04018783569336,60.872440338134766,-15.697642049910051,-8.669872893041314,35,-189,1276,10,12,11,13,
71,44,-223,-95,754,792.0037841796875,17.819177627563477,66.92222595214844,-16.3535898186045,-6.889154691271553,164,15,518,10,9,7,8,
72,44,-214,-130,755,795.4376220703125,18.34571075439453,58.71872329711914,-15.606810009769019,-9.406161156387483,173,-327,228,9,7,9,12,
73,44,-212,-118,720,759.7815551757812,18.620805740356445,60.896018981933594,-16.202175711694707,-8.934648025838564,98,-61,-588,10,8,10,8,
74,44,-228,-76,739,777.0977783203125,18.013126373291016,71.56185150146484,-17.06158086764765,-5.612486456687046,131,-226,-1108,8,9,9,7,
75,44,-206,-149,750,791.9197998046875,18.723739624023438,54.1180305480957,-15.077618477175905,-10.844861031460692,22,-67,-897,12,14,13,11,
76,47,-222,-100,724,763.8455200195312,18.585819244384766,65.74742889404297,-16.895957016796668,-7.52255776353803,65,-360,497,9,9,9,10,
77,47,-222,-90,729,767.3493041992188,18.188413619995117,67.92879486083984,-16.81650805049843,-6.735545741991329,0,-303,469,7,9,7,8,
78,47,-241,-72,720,762.669677734375,19.254302978515625,73.36306762695312,-18.42090754895548,-5.41708784649655,-143,-164,732,10,6,8,11,
79,47,-214,-105,720,758.4332275390625,18.316129684448242,63.86149978637695,-16.38919991085983,-7.957776546278477,-21,-23,692,10,9,8,10,
80,47,-219,-131,715,759.1752319335938,19.63987159729004,59.10968017578125,-16.766436616509647,-9.936445469449573,42,-239,86,7,15,11,8,
81,51,-193,-100,741,772.2240600585938,16.34659194946289,62.606292724609375,-14.473219834641078,-7.4404745288869805,118,-229,-587,10,12,7,9,
82,51,-217,-67,722,756.87646484375,17.459030151367188,72.83846282958984,-16.66077027972438,-5.0785678585805645,-95,-192,-443,7,8,9,9,
83,51,-209,-103,781,815.0159301757812,16.609691619873047,63.761436462402344,-14.858732999016816,-7.260334421250082,26,-16,-46,7,8,7,6,
84,51,-239,-160,798,848.2481689453125,19.81793975830078,56.19578170776367,-16.36510537288836,-10.872495533096345,477,-238,1481,8,9,9,8,
85,51,-258,-108,741,792.0283813476562,20.677122116088867,67.28226470947266,-19.01077071245062,-7.8371968808176575,255,-129,1347,10,8,10,6,
86,53,-207,-63,706,738.4131469726562,17.03708267211914,73.06932830810547,-16.27995268305752,-4.894316473479201,165,77,647,10,9,7,7,
87,53,-204,-48,741,770.0655517578125,15.789867401123047,76.75643920898438,-15.361753724100689,-3.573697492514999,-261,-187,-472,8,8,6,6,
88,53,-200,-99,761,793.0460205078125,16.341476440429688,63.66115188598633,-14.607271641138473,-7.171234573114668,-127,-41,-911,4,10,6,6,
89,53,-222,-153,782,827.1741333007812,19.020971298217773,55.4221305847168,-15.568106829440637,-10.659214586946156,-128,82,-17,5,9,7,7,
90,53,-219,-114,729,769.6739501953125,18.70789909362793,62.49739074707031,-16.531119038458918,-8.517684388109139,-236,26,1080,9,17,11,6,
91,56,-234,-87,720,762.0531616210938,19.121171951293945,69.60186767578125,-17.88245434000146,-6.555481199200044,-28,-43,210,8,12,6,6,
92,56,-204,-115,699,737.1851806640625,18.519960403442383,60.58541488647461,-16.065035781098512,-8.974727603703732,-13,-50,81,6,8,6,6,
93,56,-208,-147,724,767.4953002929688,19.379688262939453,54.74627685546875,-15.724462268264782,-11.042210677709447,-198,-248,124,10,10,7,6,
94,56,-183,-84,693,721.6605834960938,16.199562072753906,65.3407211303711,-14.689567193017051,-6.684278203312173,-51,-236,-119,8,12,9,8,
95,56,-216,-82,762,796.2562255859375,16.865333557128906,69.20848846435547,-15.73982106097899,-5.910909009952407,-122,-123,192,8,14,8,9,
96,58,-239,-108,753,797.366943359375,19.201074600219727,65.67922973632812,-17.441779741377786,-7.784399128788967,-61,-140,-221,8,12,8,7,
97,58,-196,-126,741,776.7708740234375,17.45354652404785,57.26115798950195,-14.615234626334274,-9.335195533862237,-143,-267,-316,7,8,5,7,
98,58,-229,-88,686,728.5471801757812,19.67591667175293,68.97598266601562,-18.320020289300174,-6.9376016932197295,22,-300,408,6,10,9,8,
99,58,-253,-63,714,760.1144409179688,20.0582275390625,76.01399230957031,-19.441522762674172,-4.754257173338836,-39,-92,1099,8,11,10,11,
100,64,-218,-109,773,810.5146484375,17.49822998046875,63.431514739990234,-15.602682237748498,-7.72869383431236,-214,-61,48,9,8,9,7,
101,64,-222,-134,783,824.820556640625,18.321250915527344,58.88109588623047,-15.613659927817663,-9.349687546718222,-201,91,-111,10,9,7,6,
102,64,-252,-101,717,766.67724609375,20.736751556396484,68.1561050415039,-19.189350831992694,-7.569996509719889,-272,-169,328,9,5,11,10,
103,64,-219,-84,687,725.93798828125,18.848939895629883,69.01182556152344,-17.558454662874276,-6.644714513336567,94,-301,-517,11,10,11,8,
104,64,-220,-60,733,767.651611328125,17.278688430786133,74.74177551269531,-16.653814588177077,-4.482836482978215,-160,-134,219,7,7,8,8,
105,65,-228,-126,771,813.8187866210938,18.666582107543945,61.0700569152832,-16.269793235596126,-8.906683174531889,30,-30,816,10,12,10,8,
106,65,-197,-156,801,839.4915161132812,17.41534423828125,51.62127685546875,-13.571927343895974,-10.709338958522933,29,197,-249,7,11,10,9,
107,65,-249,-79,723,768.7463989257812,19.86354637145996,72.39420318603516,-18.89918516626756,-5.898397227655296,39,34,55,11,12,10,11,
108,65,-255,-81,693,742.85595703125,21.108699798583984,72.3745346069336,-20.07621184530814,-6.259899947472956,215,-177,651,5,8,8,10,
109,65,-232,-122,696,743.7230834960938,20.634937286376953,62.25835418701172,-18.17642826807191,-9.441444748270653,285,-268,840,7,7,11,12,
110,67,-212,-130,716,757.957763671875,19.151287078857422,58.4794807434082,-16.242238254106006,-9.875829412978572,31,-318,-107,6,8,8,9,
111,67,-243,-111,755,800.8713989257812,19.48390007019043,65.44617462158203,-17.66310249363812,-7.96678631500737,-281,219,46,7,8,9,7,
112,67,-265,-72,714,764.9869384765625,21.03489112854004,74.79667663574219,-20.267961313296663,-5.400629726159531,35,502,723,9,10,10,10,
113,67,-207,-79,708,741.8584594726562,17.374927520751953,69.10774993896484,-16.20225861823245,-6.112979074766369,162,-349,-817,8,8,8,10,
114,67,-204,-92,704,738.71240234375,17.63214683532715,65.7221908569336,-16.030927382665947,-7.154251441462847,-88,-350,-114,8,8,7,7,
115,69,-210,-56,729,760.708251953125,16.598852157592773,75.06548309326172,-16.025106060591746,-4.221682707015121,-143,-43,395,7,9,9,9,
116,69,-205,-117,769,804.4097290039062,17.061277389526367,60.28169250488281,-14.76441593570664,-8.36323819725893,-156,-74,326,8,6,6,7,
117,69,-224,-141,765,809.4949340820312,19.083045959472656,57.80745315551758,-16.06428855925882,-10.031099237824622,-322,-47,907,9,15,10,10,
118,69,-213,-98,746,781.9776000976562,17.445472717285156,65.28974914550781,-15.806315770163685,-7.199425143050848,-119,146,77,10,12,8,7,
119,69,-243,-59,732,773.533447265625,18.858680725097656,76.34970092773438,-18.309075966591408,-4.374390399193228,-5,143,-20,7,8,7,7,
120,76,-234,-57,726,764.9058837890625,18.350566864013672,76.30689239501953,-17.8135214120381,-4.273584117400656,-22,-304,-398,10,8,9,9,
121,76,-227,-168,770,820.1542358398438,20.138988494873047,53.49156188964844,-16.06795186777711,-11.820104603896587,-216,-119,26,10,6,8,8,
122,76,-236,-111,768,811.073974609375,18.75457191467285,64.80718231201172,-16.91617064616502,-7.865932815241964,-211,-70,198,9,6,8,10,
123,76,-225,-102,765,803.8992309570312,17.89463233947754,65.6102523803711,-16.253390205179482,-7.289427183312828,-142,2,301,13,10,9,10,
124,76,-250,-80,710,756.9676513671875,20.287372589111328,72.25215148925781,-19.28486744237716,-6.066624290758768,-48,9,524,7,10,7,9,
125,76,-210,-165,744,790.4815063476562,19.744117736816406,51.8389892578125,-15.406225287497977,-12.048144664251728,-78,-139,30,7,6,6,7,
126,76,-180,-156,689,729.010986328125,19.068613052368164,49.08175277709961,-14.294728859760358,-12.35619443111449,168,-321,-531,10,7,9,7,
127,76,-231,-77,696,737.3641967773438,19.28028678894043,71.56185150146484,-18.256890333118573,-5.994097252126711,-191,-140,105,8,7,9,7,
128,76,-229,-72,721,759.911865234375,18.412717819213867,72.54313659667969,-17.538750210859448,-5.436806254310668,35,-85,641,7,9,7,7,
129,76,-247,-120,719,769.65576171875,20.901268005371094,64.084716796875,-18.71873450131127,-8.969800856024385,-15,-12,-32,8,8,10,11,
130,80,-213,-95,720,756.83154296875,17.94624900817871,65.95932006835938,-16.34595638676542,-7.210977140498639,104,-204,-418,7,9,10,9,
131,80,-225,-141,765,809.772216796875,19.13966941833496,57.922393798828125,-16.13228113393567,-10.027628830394809,-233,-124,1847,8,6,7,11,
132,80,-249,-74,685,732.5994873046875,20.765520095825195,73.44550323486328,-19.86990317360038,-5.797343659584493,-29,-447,-234,14,12,11,9,
133,80,-230,-73,734,772.6480712890625,18.19646644592285,72.3878402709961,-17.31816646876713,-5.421407241042161,-124,-195,-797,9,9,9,9,
134,80,-218,-104,775,811.7666015625,17.30803871154785,64.4924545288086,-15.578007596919269,-7.360716149396754,-95,95,1156,6,9,11,10,
135,80,-251,-172,780,837.2484741210938,21.308713912963867,55.57508850097656,-17.445082387000483,-11.854954968722947,-491,138,-1446,13,11,11,11,
136,80,-188,-88,732,760.8626708984375,15.829791069030762,64.91300964355469,-14.305258965910529,-6.6415899568812335,-144,-172,-773,10,9,11,11,
