step,K,T_I,T_D,P,I,D,ds,left speed,right speed
0,0.0062,9999999999,0.001,0.4940337142857145,3.161815771744755e-12,0.007719276785714289,0.5517529910745906,1.4482470089254094,2.551752991074591
1,0.0062,9999999999,0.001,0.48960514285714307,6.295288686343818e-12,-6.919642857142936e-05,0.5395359464348669,1.4604640535651332,2.539535946434867
2,0.0062,9999999999,0.001,0.4940337142857145,9.457104458088574e-12,6.919642857142936e-05,0.5441029107237431,1.4558970892762568,2.544102910723743
3,0.0062,9999999999,0.001,0.4807480000000001,1.2533891658396252e-11,-0.00020758928571428808,0.5305404107268198,1.46945958927318,2.53054041072682
4,0.0062,9999999999,0.001,0.4834051428571431,1.5627684572991348e-11,4.1517857142858713e-05,0.5334466607299136,1.4665533392700865,2.5334466607299135
5,0.0062,9999999999,0.001,0.47454800000000014,1.8664791773295062e-11,-0.0001383928571428587,0.5244096071615221,1.475590392838478,2.5244096071615223
6,0.0062,9999999999,0.001,0.45329085714285716,2.1565853259299457e-11,-0.0003321428571428587,0.5029587143072802,1.4970412856927198,2.5029587143072805
7,0.0062,9999999999,0.001,0.4311480000000001,2.4325200459575393e-11,-0.00034598214285714126,0.48080201788146815,1.519197982118532,2.480802017881468
8,0.0062,9999999999,0.001,0.4214051428571431,2.702219337413081e-11,-0.00015223214285714127,0.47125291074130815,1.5287470892586918,2.471252910741308
9,0.0062,9999999999,0.001,0.3895194285714286,2.951511771723724e-11,-0.000498214285714288,0.43902121431522945,1.5609787856847706,2.4390212143152294
10,0.0062,9999999999,0.001,0.35497657142857125,3.178696777460728e-11,-0.0005397321428571468,0.4044368393175011,1.595563160682499,2.4044368393175013
11,0.0062,9999999999,0.001,0.3267754285714286,3.387833051767356e-11,-0.0004406428571428537,0.3763347857481641,1.623665214251836,2.3763347857481643
12,0.0062,9999999999,0.001,0.3204337142857142,3.592910628930721e-11,-9.908928571428764e-05,0.370334625035929,1.629665374964071,2.370334625035929
13,0.0062,9999999999,0.001,0.2912051428571429,3.7792819203779296e-11,-0.0004566964285714266,0.34074844646636426,1.6592515535336356,2.3407484464663644
14,0.0062,9999999999,0.001,0.29209085714285715,3.966220068968052e-11,1.383928571428532e-05,0.34210469646823366,1.6578953035317663,2.3421046964682337
15,0.0062,9999999999,0.001,0.26197657142857145,4.1338850746991047e-11,-0.0004705357142857147,0.3115060357556246,1.6884939642443755,2.3115060357556247
16,0.0062,9999999999,0.001,0.23629085714285716,4.285111223285655e-11,-0.0004013392857142853,0.285889517899994,1.714110482100006,2.285889517899994
17,0.0062,9999999999,0.001,0.22211942857142847,4.427267657585585e-11,-0.00022142857142857343,0.27189800004427256,1.7281019999557274,2.2718980000442723
18,0.0062,9999999999,0.001,0.21149085714285717,4.562621806170549e-11,-0.0001660714285714266,0.26132478575991197,1.738675214240088,2.261324785759912
19,0.0062,9999999999,0.001,0.18757657142857143,4.6826708118968406e-11,-0.0003736607142857147,0.23720291076111244,1.7627970892388876,2.2372029107611127
20,0.0062,9999999999,0.001,0.16454799999999994,4.787981531907371e-11,-0.00035982142857142934,0.21418817861930833,1.7858118213806917,2.2141881786193083
21,0.0062,9999999999,0.001,0.08660514285714291,4.8434088233414855e-11,-0.0012178571428571412,0.13538728576271986,1.8646127142372801,2.13538728576272
22,0.0062,9999999999,0.001,0.10091828571428584,4.907996526205087e-11,0.00022364285714285826,0.15114192862050865,1.8488580713794913,2.1511419286205085
23,0.0062,9999999999,0.001,0.09191942857142847,4.966824960496684e-11,-0.00014060714285714634,0.1417788214782396,1.8582211785217604,2.1417788214782396
24,0.0062,9999999999,0.001,0.0566325714285714,5.003069806214594e-11,-0.0005513571428571417,0.10608121433574495,1.893918785664255,2.106081214335745
25,0.0062,9999999999,0.001,0.04688971428571436,5.0330792233604523e-11,-0.00015223214285714127,0.09673748219318802,1.9032625178068119,2.096737482193188
26,0.0062,9999999999,0.001,0.03094685714285714,5.0528852119338615e-11,-0.000249107142857144,0.08069775005052884,1.9193022499494712,2.080697750050529
27,0.0062,9999999999,0.001,0.0274040000000001,5.070423771935616e-11,-5.535714285714128e-05,0.0773486429078472,1.9226513570921528,2.077348642907847
28,0.0062,9999999999,0.001,0.0043754285714286195,5.073224046221611e-11,-0.00035982142857142934,0.054015607193589436,1.9459843928064107,2.0540156071935893
29,0.0062,9999999999,0.001,-0.01333885714285712,5.0646871776493276e-11,-0.0002767857142857147,0.03638435719350404,1.963615642806496,2.036384357193504
30,0.0062,9999999999,0.001,-0.02928171428571416,5.045946880504597e-11,-0.00024910714285714125,0.02046917862188817,1.9795308213781118,2.0204691786218882
31,0.0062,9999999999,0.001,-0.04182342857142857,5.019179886216206e-11,-0.00019596428571428762,0.007980607193048952,1.992019392806951,2.007980607193049
32,0.0062,9999999999,0.001,-0.05585314285714286,4.9834338747840596e-11,-0.00021921428571428575,-0.006072357093022805,2.006072357093023,1.9939276429069772
33,0.0062,9999999999,0.001,-0.08685314285714285,4.9278478633499307e-11,-0.000484375,-0.03733751780786436,2.0373375178078645,1.9626624821921357
34,0.0062,9999999999,0.001,-0.12139599999999989,4.8501544233421606e-11,-0.0005397321428571413,-0.07193573209435548,2.0719357320943557,1.9280642679056446
35,0.0062,9999999999,0.001,-0.0859674285714286,4.7951352690509436e-11,0.0005535714285714266,-0.03541385709490581,2.035413857094906,1.9645861429050941
36,0.0062,9999999999,0.001,-0.0921674285714286,4.736148114759332e-11,-9.6875e-05,-0.04226430352406711,2.042264303524067,1.957735696475933
37,0.0062,9999999999,0.001,-0.1089959999999999,4.6663906747523556e-11,-0.00026294642857142657,-0.059258946381907415,2.0592589463819073,1.9407410536180927
38,0.0062,9999999999,0.001,-0.1231674285714286,4.5875635204587584e-11,-0.00022142857142857343,-0.07338885709698152,2.0733888570969814,1.9266111429030184
39,0.0062,9999999999,0.001,-0.13822457142857136,4.499099794735627e-11,-0.000235267857142856,-0.08845983924072322,2.0884598392407234,1.9115401607592768
40,0.0062,9999999999,0.001,-0.14796742857142858,4.404400640440442e-11,-0.00015223214285714403,-0.0981196606702417,2.0981196606702417,1.9018803393297583
41,0.0062,9999999999,0.001,-0.14796742857142858,4.309701486145258e-11,0.0,-0.09796742852833155,2.0979674285283316,1.9020325714716684
42,0.0062,9999999999,0.001,-0.15328171428571416,4.211601188992591e-11,-8.303571428571192e-05,-0.10336474995788388,2.103364749957884,1.8966352500421162
43,0.0062,9999999999,0.001,-0.1709959999999999,4.102163748981648e-11,-0.0002767857142857147,-0.12127278567326398,2.121272785673264,1.878727214326736
44,0.0062,9999999999,0.001,-0.19402457142857138,3.9779880232549446e-11,-0.00035982142857142934,-0.14438439281736293,2.144384392817363,1.855615607182637
45,0.0062,9999999999,0.001,-0.20642457142857137,3.845876297527447e-11,-0.00019375,-0.1566183213901126,2.1566183213901127,1.8433816786098873
46,0.0062,9999999999,0.001,-0.21351028571428562,3.70922971465664e-11,-0.00011071428571428532,-0.16362099996290763,2.1636209999629075,1.8363790000370923
47,0.0062,9999999999,0.001,-0.21173885714285712,3.57371684607166e-11,2.767857142857064e-05,-0.1617111785356914,2.1617111785356915,1.8382888214643085
48,0.0062,9999999999,0.001,-0.24185314285714285,3.41893083462761e-11,-0.0004705357142857147,-0.19232367853723925,2.1923236785372393,1.8076763214627607
49,0.0062,9999999999,0.001,-0.2241388571428571,3.2754819660418364e-11,0.0002767857142857147,-0.17386207139581655,2.1738620713958166,1.8261379286041834
50,0.0062,9999999999,0.001,-0.22148171428571414,3.1337336688848044e-11,4.1517857142858713e-05,-0.17144019639723396,2.171440196397234,1.828559803602766
51,0.0062,9999999999,0.001,-0.23831028571428564,2.98121508601241e-11,-0.00026294642857142933,-0.18857323211304494,2.188573232113045,1.8114267678869551
