step,K,T_I,T_D,P,I,D,ds,left speed,right speed
0,0.0062,9999999999,0.02,-0.19645142857142855,-1.2572891429828717e-12,-0.06139107142857142,-0.2078425000012573,2.207842500001257,1.7921574999987426
1,0.0062,9999999999,0.02,-0.19290857142857132,-2.4919040002491896e-12,0.0011071428571428807,-0.1418014285739203,2.1418014285739204,1.8581985714260796
2,0.0062,9999999999,0.02,-0.1955657142857143,-3.743524571802923e-12,-0.0008303571428571743,-0.14639607143231498,2.146396071432315,1.853603928567685
3,0.0062,9999999999,0.02,-0.19645142857142855,-5.0008137147857946e-12,-0.0002767857142857064,-0.1467282142907151,2.146728214290715,1.8532717857092849
4,0.0062,9999999999,0.02,-0.19468000000000002,-6.24676571491039e-12,0.0005535714285714128,-0.14412642857767538,2.1441264285776755,1.8558735714223247
5,0.0062,9999999999,0.02,-0.2123942857142856,-7.60608914361775e-12,-0.0055357142857142385,-0.16793000000760588,2.167930000007606,1.8320699999923942
6,0.0062,9999999999,0.02,-0.19822285714285706,-8.874715429458899e-12,0.004428571428571413,-0.14379428572316033,2.1437942857231604,1.8562057142768396
7,0.0062,9999999999,0.02,-0.20619428571428558,-1.019435885816229e-11,-0.002491071428571413,-0.15868535715305132,2.1586853571530513,1.8413146428469487
8,0.0062,9999999999,0.02,-0.19822285714285706,-1.1462985144003438e-11,0.002491071428571413,-0.14573178572574863,2.1457317857257485,1.8542682142742515
9,0.0062,9999999999,0.02,-0.23542285714285707,-1.2969691429868391e-11,-0.011625,-0.19704785715582673,2.1970478571558267,1.8029521428441733
10,0.0062,9999999999,0.02,-0.1955657142857143,-1.4221312001422125e-11,0.012455357142857119,-0.13311035715707847,2.1331103571570784,1.8668896428429216
11,0.0062,9999999999,0.02,-0.20088000000000003,-1.550694400155069e-11,-0.0016607142857142936,-0.1525407143012213,2.1525407143012214,1.8474592856987786
12,0.0062,9999999999,0.02,-0.20885142857142855,-1.6843593144541498e-11,-0.002491071428571413,-0.16134250001684353,2.1613425000168434,1.8386574999831564
13,0.0062,9999999999,0.02,-0.21682285714285707,-1.8231259430394546e-11,-0.002491071428571413,-0.1693139285896597,2.1693139285896597,1.8306860714103403
14,0.0062,9999999999,0.02,-0.21770857142857133,-1.9624594287676736e-11,-0.0002767857142857064,-0.16798535716248164,2.1679853571624816,1.8320146428375184
15,0.0062,9999999999,0.02,-0.21948000000000004,-2.1029266287817207e-11,-0.0005535714285714679,-0.17003357144960074,2.1700335714496006,1.8299664285503994
16,0.0062,9999999999,0.02,-0.20265142857142854,-2.2326235430804048e-11,0.005258928571428587,-0.14739250002232618,2.147392500022326,1.8526074999776738
17,0.0062,9999999999,0.02,-0.1847954285714284,-2.3508926173779456e-11,0.005580000000000046,-0.12921542859493723,2.129215428594937,1.8707845714050628
18,0.0062,9999999999,0.02,-0.2123942857142856,-2.4868249602486816e-11,-0.008624642857142872,-0.1710189285962967,2.171018928596297,1.8289810714037034
19,0.0062,9999999999,0.02,-0.2141657142857143,-2.6238910174052455e-11,-0.0005535714285714679,-0.16471928574052463,2.1647192857405244,1.8352807142594754
20,0.0062,9999999999,0.02,-0.20428114285714266,-2.754630948846891e-11,0.0030889285714286335,-0.1511922143132603,2.1511922143132605,1.8488077856867398
21,0.0062,9999999999,0.02,-0.2221371428571428,-2.896798720289679e-11,-0.005580000000000046,-0.17771714288611085,2.177717142886111,1.8222828571138892
22,0.0062,9999999999,0.02,-0.2141657142857143,-3.0338647774462424e-11,0.002491071428571413,-0.1616746428874815,2.1616746428874816,1.8383253571125184
23,0.0062,9999999999,0.02,-0.21402399999999988,-3.17084013745994e-11,4.428571428575268e-05,-0.16397971431742253,2.1639797143174224,1.8360202856825776
24,0.0062,9999999999,0.02,-0.19630971428571414,-3.296478354615361e-11,0.005535714285714294,-0.14077400003296464,2.1407740000329647,1.8592259999670353
25,0.0062,9999999999,0.02,-0.2237668571428571,-3.43968914320111e-11,-0.008580357142857174,-0.1823472143201112,2.182347214320111,1.8176527856798887
26,0.0062,9999999999,0.02,-0.2185942857142856,-3.5795894860722434e-11,0.001616428571428596,-0.16697785717865288,2.1669778571786527,1.8330221428213471
27,0.0062,9999999999,0.02,-0.21048114285714267,-3.714297417514285e-11,0.0025353571428571656,-0.15794578575142848,2.1579457857514286,1.8420542142485714
28,0.0062,9999999999,0.02,-0.2185942857142856,-3.8541977603854185e-11,-0.0025353571428571656,-0.17112964289568472,2.1711296428956848,1.8288703571043152
29,0.0062,9999999999,0.02,-0.20428114285714266,-3.984937691827064e-11,0.0044728571428571656,-0.14980828575413485,2.1498082857541347,1.8501917142458653
30,0.0062,9999999999,0.02,-0.2113668571428571,-4.12021248041202e-11,-0.0022142857142857615,-0.16358114289834497,2.163581142898345,1.836418857101655
31,0.0062,9999999999,0.02,-0.19985257142857135,-4.248118126139096e-11,0.0035982142857142936,-0.14625435718533825,2.146254357185338,1.8537456428146617
32,0.0062,9999999999,0.02,-0.20428114285714266,-4.378858057580741e-11,-0.001383928571428532,-0.15566507147235975,2.1556650714723595,1.8443349285276402
33,0.0062,9999999999,0.02,-0.2113668571428571,-4.514132846165697e-11,-0.0022142857142857615,-0.1635811429022842,2.1635811429022844,1.8364188570977158
34,0.0062,9999999999,0.02,-0.21490971428571415,-4.6516750633223085e-11,-0.0011071428571428257,-0.16601685718937376,2.1660168571893736,1.8339831428106264
35,0.0062,9999999999,0.02,-0.1821382857142856,-4.7682435661911083e-11,0.010241071428571412,-0.12189721433339663,2.1218972143333965,1.8781027856666033
36,0.0062,9999999999,0.02,-0.19630971428571414,-4.893881783346529e-11,-0.004428571428571413,-0.1507382857632244,2.1507382857632242,1.8492617142367755
37,0.0062,9999999999,0.02,-0.1927668571428571,-5.017252571930295e-11,0.0011071428571428257,-0.1416597143358868,2.1416597143358866,1.8583402856641131
38,0.0062,9999999999,0.02,-0.19188114285714267,-5.1400565033711456e-11,0.0002767857142857615,-0.14160435719425746,2.1416043571942573,1.8583956428057427
39,0.0062,9999999999,0.02,-0.20782399999999987,-5.2730638633844465e-11,-0.00498214285714288,-0.16280614290987339,2.1628061429098735,1.8371938570901265
40,0.0062,9999999999,0.02,-0.1909954285714284,-5.395300937682385e-11,0.005258928571428587,-0.13573650005395282,2.135736500053953,1.8642634999460472
41,0.0062,9999999999,0.02,-0.1989668571428571,-5.5226397262665485e-11,-0.002491071428571468,-0.15145792862665497,2.151457928626655,1.8485420713733451
42,0.0062,9999999999,0.02,-0.20250971428571415,-5.652245943422365e-11,-0.0011071428571428257,-0.15361685719937945,2.1536168571993795,1.8463831428006205
43,0.0062,9999999999,0.02,-0.1927668571428571,-5.775616732006131e-11,0.0030446428571428256,-0.13972221434347043,2.1397222143434704,1.8602777856565296
44,0.0062,9999999999,0.02,-0.1741668571428571,-5.887083520588707e-11,0.0058125,-0.11835435720172792,2.118354357201728,1.8816456427982722
45,0.0062,9999999999,0.02,-0.1803668571428571,-6.002518309171678e-11,-0.0019375,-0.1323043572028823,2.1323043572028824,1.8676956427971176
46,0.0062,9999999999,0.02,-0.2326239999999999,-6.151397669186566e-11,-0.01633035714285712,-0.198954357204371,2.198954357204371,1.801045642795629
47,0.0062,9999999999,0.02,-0.18833828571428562,-6.271934172055763e-11,0.013839285714285707,-0.12449900006271923,2.1244990000627193,1.8755009999372807
48,0.0062,9999999999,0.02,-0.16708114285714265,-6.378866103495027e-11,0.006642857142857174,-0.11043828577807414,2.1104382857780744,1.8895617142219259
49,0.0062,9999999999,0.02,-0.17682399999999987,-6.492033463506344e-11,-0.0030446428571428807,-0.12986864292206307,2.1298686429220632,1.870131357077937
50,0.0062,9999999999,0.02,-0.1945382857142856,-6.616537966375936e-11,-0.005535714285714294,-0.15007400006616528,2.1500740000661653,1.8499259999338347
51,0.0062,9999999999,0.02,-0.22110971428571413,-6.758048183532944e-11,-0.008303571428571412,-0.179413285781866,2.179413285781866,1.820586714218134
52,0.0062,9999999999,0.02,-0.1617668571428571,-6.861578972114727e-11,0.018544642857142826,-0.09322221435433005,2.09322221435433,1.90677778564567
53,0.0062,9999999999,0.02,-0.14582399999999987,-6.95490633212406e-11,0.00498214285714288,-0.09084185721240605,2.090841857212406,1.9091581427875939
54,0.0062,9999999999,0.02,-0.17328114285714266,-7.065806263563721e-11,-0.008580357142857119,-0.13186150007065783,2.131861500070658,1.8681384999293422
55,0.0062,9999999999,0.02,-0.15910971428571413,-7.167636480716761e-11,0.004428571428571413,-0.10468114292881907,2.1046811429288192,1.895318857071181
56,0.0062,9999999999,0.02,-0.1599954285714284,-7.270033555012715e-11,-0.0002767857142857064,-0.11027221435841446,2.1102722143584143,1.8897277856415855
57,0.0062,9999999999,0.02,-0.15025257142857137,-7.366195200736617e-11,0.0030446428571428256,-0.09720792864509052,2.0972079286450906,1.9027920713549096
58,0.0062,9999999999,0.02,-0.1475954285714284,-7.460656275031777e-11,0.0008303571428571743,-0.0967650715031778,2.0967650715031776,1.9032349284968222
59,0.0062,9999999999,0.02,-0.13873828571428562,-7.549448777897798e-11,0.0027678571428571192,-0.08597042864692299,2.085970428646923,1.914029571353077
60,0.0062,9999999999,0.02,-0.15025257142857137,-7.645610423621701e-11,-0.0035982142857142936,-0.10385078579074176,2.103850785790742,1.8961492142092582
61,0.0062,9999999999,0.02,-0.13430971428571414,-7.731568640773154e-11,0.00498214285714288,-0.07932757150588694,2.0793275715058868,1.920672428494113
62,0.0062,9999999999,0.02,-0.1475954285714284,-7.826029715068314e-11,-0.004151785714285706,-0.1017472143639744,2.1017472143639746,1.8982527856360256
63,0.0062,9999999999,0.02,-0.1431668571428571,-7.917656503648905e-11,0.001383928571428532,-0.09178292865060513,2.091782928650605,1.9082170713493949
64,0.0062,9999999999,0.02,-0.14050971428571415,-8.007582720800754e-11,0.0008303571428571743,-0.08967935722293281,2.089679357222933,1.9103206427770671
65,0.0062,9999999999,0.02,-0.1272239999999999,-8.089006080808896e-11,0.004151785714285706,-0.07307221436660426,2.0730722143666043,1.9269277856333957
66,0.0062,9999999999,0.02,-0.12190971428571415,-8.167028297959555e-11,0.0016607142857142936,-0.07024900008167013,2.0702490000816702,1.9297509999183298
67,0.0062,9999999999,0.02,-0.11925257142857136,-8.243349943681472e-11,0.0008303571428571192,-0.06842221436814774,2.0684222143681477,1.9315777856318523
68,0.0062,9999999999,0.02,-0.12102399999999988,-8.320805303689217e-11,-0.0005535714285714128,-0.07157757151177935,2.0715775715117792,1.9284224284882208
69,0.0062,9999999999,0.02,-0.1059668571428571,-8.388624092267429e-11,0.00470535714285712,-0.05126150008388622,2.051261500083886,1.9487384999161137
70,0.0062,9999999999,0.02,-0.10330971428571414,-8.4547423094169e-11,0.0008303571428571743,-0.05247935722740439,2.0524793572274045,1.9475206427725955
71,0.0062,9999999999,0.02,-0.08825257142857136,-8.511223955136832e-11,0.00470535714285712,-0.03354721437082647,2.0335472143708264,1.9664527856291736
72,0.0062,9999999999,0.02,-0.10330971428571414,-8.577342172286301e-11,-0.00470535714285712,-0.05801507151434468,2.058015071514345,1.9419849284856554
73,0.0062,9999999999,0.02,-0.11128114285714266,-8.648562103721995e-11,-0.002491071428571413,-0.0637722143721997,2.0637722143721997,1.9362277856278003
74,0.0062,9999999999,0.02,-0.07585257142857137,-8.697107749441135e-11,0.011071428571428532,-0.01478114294411391,2.014781142944114,1.9852188570558862
75,0.0062,9999999999,0.02,-0.08913828571428563,-8.754156252303982e-11,-0.004151785714285706,-0.04329007151611289,2.043290071516113,1.9567099284838871
76,0.0062,9999999999,0.02,-0.08470971428571414,-8.808370469452261e-11,0.0013839285714285872,-0.03332578580236925,2.0333257858023694,1.9666742141976308
