step,tof,accX,accY,accZ,acc,incl,orient,roll,pitch,gyroX,gyroY,gyroZ,mic0,mic1,mic2,mic3,
0,31,-224,-84,735,772.9534301757812,18.027210235595703,69.4406967163086,-16.845835302539914,-6.238887548973626,-42,-89,149,6,7,7,6,
1,29,-227,-81,733,771.6080322265625,18.199329376220703,70.35893249511719,-17.109021109386987,-6.0257593417816215,-91,-107,129,12,10,10,9,
2,29,-226,-80,729,767.4093017578125,18.20203399658203,70.50370788574219,-17.12739883109064,-5.983776119922467,-50,-132,100,10,11,10,11,
3,29,-228,-83,736,774.9638671875,18.24375343322754,69.99347686767578,-17.110007552890217,-6.148271921859991,-38,-117,116,9,9,9,8,
4,29,-225,-84,738,776.0960083007812,18.024415969848633,69.52445983886719,-16.85272289237254,-6.213525301714797,-82,-147,120,10,7,7,7,
5,29,-227,-84,729,768.1314697265625,18.365142822265625,69.69005584716797,-17.188860389751483,-6.278209025425471,-16,-133,108,7,4,4,5,
6,29,-227,-80,732,770.5537109375,18.198945999145508,70.58314514160156,-17.13315485854255,-5.9592693485841775,-10,-134,115,6,5,5,5,
7,29,-222,-81,739,775.8646850585938,17.730968475341797,69.95150756835938,-16.626547719204265,-5.99257887146604,-97,-135,133,9,5,4,4,
8,29,-227,-82,732,770.763916015625,18.246410369873047,70.13534545898438,-17.12833776592942,-6.1071387885268384,-2,-117,132,4,2,3,2,
9,29,-224,-82,732,769.8856811523438,18.047142028808594,69.89051818847656,-16.914976122136018,-6.114131689642922,-30,-93,106,4,4,3,3,
10,29,-225,-83,734,772.1851806640625,18.09170913696289,69.748291015625,-16.940644901683257,-6.170481862384788,-39,-142,127,8,3,2,3,
11,32,-223,-81,734,771.3922729492188,17.910568237304688,70.0342788696289,-16.803345007686552,-6.027451421187734,-43,-117,135,8,4,4,4,
12,32,-223,-78,732,769.179443359375,17.884986877441406,70.71818542480469,-16.85312759211511,-5.8201841644210495,14,-87,118,6,3,3,3,
13,32,-225,-82,744,781.59130859375,17.840044021606445,69.97277069091797,-16.73073191666394,-6.022221168470943,-89,-91,128,5,3,3,3,
14,32,-223,-78,736,772.987060546875,17.79391860961914,70.71818542480469,-16.76765058466151,-5.791416434528577,-25,-106,143,4,3,3,3,
15,32,-225,-80,736,773.7706298828125,17.97380256652832,70.42364501953125,-16.90488940680799,-5.934404602578442,-56,-143,132,4,2,2,2,
16,27,-227,-78,738,776.0521850585938,18.01447105407715,71.03343200683594,-17.008052357061523,-5.768464677156045,-49,-119,143,5,4,4,4,
17,27,-230,-82,736,775.4482421875,18.352008819580078,70.37451171875,-17.253663564653053,-6.070107529449459,-70,-138,136,6,4,4,4,
18,27,-218,-111,729,768.9512329101562,18.548233032226562,63.01252365112305,-16.46938788481729,-8.2997832202878,-66,14,57,31,15,8,7,
19,27,-245,-53,746,786.9879150390625,18.571012496948242,77.79047393798828,-18.13840849681347,-3.8615286515707954,-82,7302,-2195,24,13,8,11,
20,27,-237,-99,714,758.79248046875,19.783037185668945,67.32533264160156,-18.20020811690821,-7.496779120349546,99,5439,1721,14,10,8,10,
21,29,-225,-87,806,841.3263549804688,16.66018295288086,68.85690307617188,-15.511683605723517,-5.935461031260161,244,-463,41,42,28,11,20,
22,29,-192,-125,753,787.0819702148438,16.920543670654297,56.930564880371094,-14.119141773912526,-9.138090295632484,-20,-845,231,30,17,20,13,
23,29,-241,-37,766,803.869384765625,17.654537200927734,81.26879119873047,-17.445587785303424,-2.6381065137083364,45,-1251,524,22,20,14,16,
24,29,-207,-96,763,796.3881225585938,16.647300720214844,65.11624145507812,-15.065524344252673,-6.923513404093937,-127,1475,120,8,8,8,4,
25,29,-234,-87,706,748.8397827148438,19.472105026245117,69.60186767578125,-18.208955841820455,-6.671674568311056,120,-660,374,15,12,9,11,
26,23,-267,-81,750,800.21875,20.404233932495117,73.1205825805664,-19.49099953267533,-5.809561769381648,109,271,652,11,11,9,7,
27,23,-274,-71,637,697.0552368164062,23.955913543701172,75.46971893310547,-23.146418892874287,-5.846118563909254,371,-1144,-1525,23,18,13,12,
28,23,-226,-146,756,802.4512329101562,19.588376998901367,57.13319778442383,-16.357933193007252,-10.482926471478136,59,-1356,258,12,12,8,11,
29,23,-240,-116,783,827.1305541992188,18.798450469970703,64.2005615234375,-16.86752004898898,-8.061958624775553,-70,76,403,11,5,8,7,
30,23,-214,-89,727,763.0504760742188,17.680267333984375,67.41484832763672,-16.287259457042573,-6.6980600573430085,-62,493,146,9,6,6,7,
31,34,-199,-124,761,796.302734375,17.1224365234375,58.068729400634766,-14.471888582153309,-8.95853751804615,-241,-748,172,10,12,11,10,
32,34,-243,-126,751,799.3284912109375,20.023712158203125,62.58897018432617,-17.698323557667624,-9.069494169068465,53,-295,1072,10,13,8,10,
33,34,-243,-72,768,808.7379150390625,18.26092529296875,73.49249267578125,-17.485724771104152,-5.107668482338761,178,-742,-632,14,12,13,10,
34,34,-228,-92,596,644.7200927734375,22.415115356445312,68.02218627929688,-20.710228792400468,-8.203974038017567,312,-1031,-710,17,15,9,10,
35,34,-255,-153,686,747.68310546875,23.434598922729492,59.03267288208008,-19.941077354530126,-11.807966484168,-300,-1858,-39,17,16,8,13,
36,26,-220,-57,630,669.738037109375,19.834169387817383,75.47150421142578,-19.17694749767317,-4.882229958415265,132,1009,911,14,13,9,11,
37,26,-223,-174,727,780.0858764648438,21.257335662841797,52.032413482666016,-16.610617923993136,-12.888376357696965,129,-931,-566,18,14,14,13,
38,26,-255,-151,705,764.7554931640625,22.798006057739258,59.364261627197266,-19.477696730421084,-11.387806793015082,87,-400,1125,11,10,10,14,
39,26,-216,-66,723,757.4569091796875,17.346172332763672,73.00601959228516,-16.568695477586978,-4.998730333243747,6,507,932,7,5,9,7,
40,25,-227,-89,767,804.8223266601562,17.632946014404297,68.5880355834961,-16.38258281348976,-6.348947762092761,-115,-63,299,8,9,6,5,
41,25,-245,-149,861,907.4949340820312,18.41790771484375,58.68999481201172,-15.662717798448558,-9.45008151049845,-101,-658,-459,19,17,14,12,
42,25,-245,-108,719,767.2352905273438,20.422744750976562,66.20797729492188,-18.622312688195237,-8.092125222913586,147,-844,-453,19,20,13,13,
43,25,-266,-65,630,686.9359741210938,23.489992141723633,76.26519012451172,-22.78205158673992,-5.429626548374598,359,-1706,938,16,12,11,13,
44,25,-216,-172,678,732.0682983398438,22.156639099121094,51.46602249145508,-17.160801603558607,-13.588719931526004,-72,-2256,858,18,12,8,8,
45,28,-192,-157,816,852.8593139648438,16.904163360595703,50.723026275634766,-13.010232041299947,-10.607885879278776,-344,600,-311,9,10,7,8,
46,28,-237,-136,717,767.3030395507812,20.859821319580078,60.147544860839844,-17.99138810453078,-10.209281799886034,241,523,1459,11,19,9,14,
47,28,-186,-98,756,784.6884765625,15.538652420043945,62.21260452270508,-13.711712277198899,-7.1744223494652415,-210,1085,-294,12,15,8,11,
48,28,-210,-48,720,751.534423828125,16.6544246673584,77.12196350097656,-16.226087770565204,-3.661935575519803,-43,-736,-415,7,10,10,8,
49,28,-282,-95,524,602.5985107421875,29.589818954467773,71.37918853759766,-27.902816354656803,-9.070552806849708,466,-1090,-754,18,14,9,9,
50,30,-217,-99,741,778.44140625,17.84041976928711,65.47314453125,-16.186340155932648,-7.306504032715905,-59,1827,-370,20,12,8,8,
51,30,-210,-138,817,854.770751953125,17.094179153442383,56.685726165771484,-14.222018129812065,-9.29088370987103,-112,867,1434,9,9,8,9,
52,30,-152,-104,812,832.624755859375,12.777050971984863,55.615989685058594,-10.518629847455891,-7.175339297821602,-474,-385,299,9,11,9,11,
53,30,-208,-86,712,746.7288818359375,17.540674209594727,67.5334701538086,-16.173577313382737,-6.613371503126334,-152,-690,430,8,15,9,13,
54,30,-234,-108,756,798.7214965820312,18.82216453552246,65.22148895263672,-17.03574212804197,-7.771115847572242,36,878,-329,11,21,15,14,
55,39,-224,-69,736,772.4202270507812,17.662452697753906,72.87614440917969,-16.857811509315884,-5.125041435835262,-68,188,-238,7,10,7,7,
56,39,-256,-93,655,709.3729858398438,22.577062606811523,70.03162384033203,-21.154378302423638,-7.533259864527259,28,-987,1101,9,11,6,8,
57,39,-195,-50,796,821.0609130859375,14.190272331237793,75.61553192138672,-13.738894118053315,-3.4912910623224573,-103,-333,-1284,14,14,12,10,
58,39,-224,-164,835,879.9414672851562,18.388673782348633,53.78681182861328,-14.747655920216701,-10.741368601881932,-238,366,1808,10,12,12,8,
59,39,-233,-176,759,813.2318115234375,21.0406494140625,52.93013000488281,-16.64919956559703,-12.498875520821292,195,432,105,14,16,11,10,
