step,K,T_I,T_D,P,I,D,ds,left speed,right speed
0,0.006175,9999999999,0,-0.062014642857142865,-3.9689371432540375e-13,-0.0,-0.012014642857539753,2.01201464285754,1.9879853571424602
1,0.006175,9999999999,0,-0.06995392857142853,-8.445988572273169e-13,-0.0,-0.019953928572273127,2.019953928572273,1.9800460714277268
2,0.006175,9999999999,0,-0.07789321428571419,-1.3431154287057397e-12,-0.0,-0.027893214287057308,2.027893214287057,1.9721067857129426
3,0.006175,9999999999,0,-0.0258467857142857,-1.50853485729371e-12,0.0,0.024153214284205766,1.9758467857157942,2.0241532142842056
4,0.006175,9999999999,0,-0.054957500000000034,-1.8602628573288833e-12,-0.0,-0.004957500001860293,2.0049575000018605,1.9950424999981398
5,0.006175,9999999999,0,-0.06642535714285702,-2.2853851430856803e-12,-0.0,-0.0164253571451424,2.0164253571451423,1.9835746428548575
6,0.006175,9999999999,0,-0.07348250000000003,-2.7556731431327093e-12,-0.0,-0.023482500002755702,2.0234825000027556,1.9765174999972444
7,0.006175,9999999999,0,-0.07171821428571419,-3.21466971460718e-12,0.0,-0.021718214288928853,2.0217182142889287,1.978281785711071
8,0.006175,9999999999,0,-0.0567217857142857,-3.5776891432149103e-12,0.0,-0.006721785717863381,2.0067217857178634,1.9932782142821366
9,0.006175,9999999999,0,-0.08230392857142853,-4.1044342861247276e-12,-0.0,-0.032303928575532964,2.032303928575533,1.9676960714244671
10,0.006175,9999999999,0,-0.08230392857142853,-4.6311794290345445e-12,0.0,-0.03230392857605971,2.03230392857606,1.9676960714239402
11,0.006175,9999999999,0,-0.07436464285714287,-5.107113143367852e-12,0.0,-0.02436464286224997,2.02436464286225,1.97563535713775
12,0.006175,9999999999,0,-0.07877535714285702,-5.611275429132553e-12,-0.0,-0.028775357148468295,2.028775357148468,1.9712246428515316
13,0.006175,9999999999,0,-0.054957500000000034,-5.963003429167727e-12,0.0,-0.004957500005963032,2.004957500005963,1.995042499994037
14,0.006175,9999999999,0,-0.043489642857142866,-6.241337143481275e-12,0.0,0.006510357136615803,1.9934896428633841,2.006510357136616
