step,K,T_I,T_D,P,I,D,ds,left speed,right speed
0,0.006,9999999999,0,0.1471542857142857,9.417874286656074e-13,0.0,0.19715428571522747,1.8028457142847725,2.1971542857152273
1,0.006,9999999999,0,0.21486857142857155,2.3169462859459813e-12,0.0,0.2648685714308885,1.7351314285691115,2.2648685714308883
2,0.006,9999999999,0,0.30401142857142854,4.262619428997691e-12,0.0,0.3540114285756912,1.6459885714243088,2.3540114285756912
3,0.006,9999999999,0,0.3005828571428572,6.18634971490435e-12,-0.0,0.3505828571490435,1.6494171428509565,2.3505828571490435
4,0.006,9999999999,0,0.25001142857142855,7.7864228579215e-12,-0.0,0.300011428579215,1.699988571420785,2.300011428579215
5,0.006,9999999999,0,0.23458285714285723,9.287753143785918e-12,-0.0,0.284582857152145,1.715417142847855,2.284582857152145
6,0.006,9999999999,0,0.21486857142857155,1.0662912001066293e-11,-0.0,0.2648685714392345,1.7351314285607655,2.2648685714392345
7,0.006,9999999999,0,0.22601142857142856,1.2109385144068082e-11,0.0,0.27601142858353794,1.723988571416462,2.276011428583538
8,0.006,9999999999,0,0.21572571428571438,1.349002971563472e-11,-0.0,0.26572571429920444,1.7342742857007956,2.2657257142992044
9,0.006,9999999999,0,0.21572571428571438,1.4870674287201355e-11,0.0,0.26572571430058506,1.7342742856994149,2.265725714300585
10,0.006,9999999999,0,0.21229714285714288,1.622937600162294e-11,-0.0,0.26229714287337225,1.7377028571266278,2.262297142873372
11,0.006,9999999999,0,0.2062971428571429,1.7549677716040685e-11,-0.0,0.2562971428746926,1.7437028571253075,2.2562971428746925
12,0.006,9999999999,0,0.1797257142857144,1.8699922287584282e-11,-0.0,0.22972571430441435,1.7702742856955855,2.2297257143044145
13,0.006,9999999999,0,0.19258285714285722,1.993245257342182e-11,0.0,0.24258285716278966,1.7574171428372103,2.2425828571627897
14,0.006,9999999999,0,0.16858285714285723,2.1011382859243998e-11,-0.0,0.2185828571638686,1.7814171428361314,2.2185828571638684
