step,tof,accX,accY,accZ,acc,incl,orient,roll,pitch,gyroX,gyroY,gyroZ,mic0,mic1,mic2,mic3,
0,28,-225,-81,731,769.1209106445312,18.11263084411621,70.19788360595703,-17.010189734485486,-6.045317572458528,-23,-111,136,6,4,4,4,
1,28,-222,-85,738,775.340576171875,17.85207176208496,69.04573822021484,-16.638113629239903,-6.293943516899761,-51,-123,121,5,3,3,3,
2,28,-224,-83,734,771.8944091796875,18.025537490844727,69.66527557373047,-16.869638345344704,-6.172815440583026,-27,-111,135,1,2,2,2,
3,28,-222,-81,735,772.0557250976562,17.821382522583008,69.95150756835938,-16.71097715594488,-6.022252691815156,-21,-138,154,3,2,3,3,
4,28,-222,-82,733,770.2577514648438,17.891326904296875,69.72406005859375,-16.75113346527624,-6.111167241588176,-25,-90,127,5,2,2,2,
5,28,-223,-83,733,770.6536254882812,17.98226547241211,69.58161163330078,-16.81992900330179,-6.182792814609358,-60,-122,124,4,4,5,4,
6,28,-187,-70,733,759.7091674804688,15.235676765441895,69.47428894042969,-14.249617925282957,-5.286761908632928,202,3269,-1380,30,18,14,12,
7,28,-264,-291,744,841.3756713867188,27.83681869506836,42.21077346801758,-18.286687621378352,-20.23443388794429,33,6611,-219,43,16,13,11,
8,28,-132,-31,891,901.2579956054688,8.650415420532227,76.78063201904297,-8.421946293380282,-1.9711553920640899,-919,-630,986,195,102,72,54,
9,28,-150,-218,827,868.3046875,17.741310119628906,34.52653121948242,-9.947773193535864,-14.540480171462992,-327,61,-1492,83,39,21,20,
10,28,-262,-112,730,783.6376953125,21.319772720336914,66.85088348388672,-19.53229860201985,-8.217034468948794,-168,-345,173,18,12,14,16,
11,28,-216,-85,753,787.9657592773438,17.130495071411133,68.51615905761719,-15.90979295671334,-6.192701148778456,-20,111,1037,8,7,8,6,
12,28,-211,-68,729,761.9619140625,16.912202835083008,72.13399505615234,-16.076270661888977,-5.12007634221824,-70,3,309,10,6,5,7,
13,28,-229,-36,729,764.9692993164062,17.63784408569336,81.06300354003906,-17.419072808455574,-2.6973765306918978,-172,152,-1395,11,7,10,7,
14,28,-222,-127,743,785.7874755859375,18.992679595947266,60.22379684448242,-16.410611826025786,-9.301014972004067,-78,131,1356,16,11,9,12,
15,28,-197,-161,759,800.5067138671875,18.529319763183594,50.738460540771484,-14.246502367046896,-11.602613901042002,-40,-26,267,10,6,7,5,
16,28,-250,-72,705,751.4712524414062,20.2531795501709,73.93047332763672,-19.431566279489363,-5.498060178179036,88,96,-760,6,7,9,8,
17,28,-234,-147,747,796.4760131835938,20.2991886138916,57.85914611816406,-17.085244466940054,-10.635655577182519,-55,-222,573,8,7,8,6,
18,28,-209,-151,717,761.9520874023438,19.777067184448242,54.14863204956055,-15.92003248793872,-11.43026921735578,-238,-159,-139,10,5,7,7,
19,35,-213,-99,708,745.945068359375,18.3514347076416,65.06813049316406,-16.591358399383253,-7.626657662294873,-240,-258,-1005,10,8,8,8,
20,35,-222,-65,761,795.3804321289062,16.905467987060547,73.67721557617188,-16.207196929096508,-4.687547585726171,-156,-472,925,12,7,8,6,
21,35,-270,-183,692,765.018310546875,25.23487091064453,55.8677864074707,-20.666799479320503,-13.83991649290806,504,88,-641,14,13,13,11,
22,35,-222,-97,691,732.239013671875,19.318714141845703,66.39435577392578,-17.64868294083511,-7.612370901729168,-65,9,-149,12,9,9,10,
23,35,-214,-90,726,762.2152099609375,17.730737686157227,67.18696594238281,-16.305605332512805,-6.781127442431063,14,-291,834,8,6,6,6,
24,32,-229,-97,743,783.51708984375,18.504291534423828,67.04008483886719,-16.994018670056988,-7.111505814935977,-53,-209,740,6,6,6,6,
25,32,-228,-106,750,791.024658203125,18.531505584716797,65.06230926513672,-16.752242586683188,-7.700995821359592,-95,-31,-143,18,9,11,10,
26,32,-217,-133,768,809.0747680664062,18.33308219909668,58.492156982421875,-15.557636037176792,-9.461527132958938,13,-38,-8,10,9,8,9,
27,32,-208,-114,734,771.372802734375,17.90610122680664,61.27036666870117,-15.643388727917008,-8.498786369433681,-99,0,306,8,8,8,8,
28,32,-219,-120,727,768.6937255859375,18.9553165435791,61.27616882324219,-16.552806325080343,-8.981119942946235,-181,-579,-207,9,7,8,10,
29,26,-207,-92,765,797.8333129882812,16.492353439331055,66.03414916992188,-15.0375891938086,-6.621638740954526,-193,-261,69,8,9,10,9,
30,26,-241,-82,751,792.972900390625,18.7231388092041,71.20597076416016,-17.69317605956874,-5.935471235339046,-34,16,1231,7,10,9,9,
31,26,-233,-190,789,844.3399658203125,20.85725212097168,50.8006477355957,-16.01894537987283,-13.004515142749083,34,-184,-1343,9,9,9,7,
32,26,-203,-177,764,810.0827026367188,19.416723251342773,48.9102668762207,-14.512528411087791,-12.620723350512323,-219,22,891,7,8,8,10,
33,26,-256,-72,720,767.54150390625,20.26967430114746,74.28824615478516,-19.483321127508844,-5.38260170110208,-13,246,2,8,9,9,8,
34,31,-240,-85,704,748.6260986328125,19.880882263183594,70.49432373046875,-18.698445035684873,-6.5194983306423735,133,135,-1032,11,6,7,6,
35,31,-210,-114,718,756.7166137695312,18.405136108398438,61.50086212158203,-16.111931825536292,-8.664646314952149,-119,-50,744,8,7,6,7,
36,31,-230,-189,801,854.5302734375,20.385601043701172,50.58489990234375,-15.613914210856501,-12.778005249059847,-35,-82,-86,12,7,7,7,
37,31,-228,-69,712,750.792236328125,18.496458053588867,73.15937805175781,-17.67871991150552,-5.273090169864018,-122,272,628,6,6,7,6,
38,31,-251,-119,707,759.6124267578125,21.447856903076172,64.63079071044922,-19.294978647430465,-9.013016402985274,50,-37,53,9,9,8,9,
39,33,-222,-117,707,750.2146606445312,19.53984832763672,62.20608901977539,-17.21243175022519,-8.972208686047683,63,-50,163,9,7,10,8,
40,33,-216,-132,723,766.0346069335938,19.294336318969727,58.566856384277344,-16.377911241389164,-9.922502269658128,-105,-1067,13,13,11,8,11,
41,33,-203,-114,715,751.9508056640625,18.034259796142578,60.67894744873047,-15.662152765119489,-8.719988628932766,75,-626,-1359,8,11,7,7,
42,33,-197,-59,741,769.0065307617188,15.508414268493652,73.32429504394531,-14.843202025426677,-4.400191938651077,-410,-652,390,6,10,10,8,
43,37,-209,-193,749,801.2059936523438,20.79551887512207,47.27531814575195,-15.120905879274684,-13.938890240347002,-38,63,1037,8,9,9,11,
44,37,-237,-71,750,789.7531127929688,18.25433349609375,73.31978607177734,-17.463235788886113,-5.157941166045449,76,-271,335,9,8,10,12,
45,37,-216,-85,714,750.7842407226562,18.007326126098633,68.51615905761719,-16.720258119943296,-6.500676628137481,-66,-240,986,7,9,7,8,
46,37,-198,-82,698,730.1588745117188,17.065996170043945,67.50021362304688,-15.734129992163286,-6.448166850748782,-254,-135,-227,5,8,12,10,
47,37,-207,-80,737,769.6869506835938,16.755630493164062,68.86653137207031,-15.60123070187587,-5.966004451743611,-176,197,-21,9,7,9,9,
48,41,-216,-180,753,803.7816772460938,20.473493576049805,50.19059753417969,-15.588689726268832,-12.940636767651847,-110,-141,-503,7,10,9,6,
49,41,-203,-99,737,770.830078125,17.035552978515625,63.9987907409668,-15.269078990026552,-7.379049358902363,-197,-391,391,8,7,9,10,
50,41,-198,-82,666,699.63134765625,17.835214614868164,67.50021362304688,-16.439705972501056,-6.730798544356315,-199,-556,-60,7,7,9,11,
51,41,-206,-79,765,796.1796264648438,16.085561752319336,69.01514434814453,-14.995049323334674,-5.694477496020731,-158,444,1035,8,6,12,11,
52,41,-221,-135,714,759.5143432617188,19.93387222290039,58.57734680175781,-16.916362187730094,-10.238449669350407,-222,-69,1192,9,8,8,7,
53,45,-204,-206,828,877.2890014648438,19.295183181762695,44.71651840209961,-13.446337082499385,-13.58067639355727,33,-125,-463,9,9,7,10,
54,45,-252,-88,747,793.2572021484375,19.661100387573242,70.74725341796875,-18.522530438597386,-6.369217851618888,-178,221,-405,10,11,14,13,
55,45,-256,-86,714,763.3662109375,20.71628761291504,71.42766571044922,-19.59423177073927,-6.468612349166088,97,139,-1257,8,9,10,11,
56,45,-249,-96,697,746.3417358398438,20.94864273071289,68.91297149658203,-19.489087903105283,-7.390282358011836,372,-46,-290,10,8,10,6,
57,45,-224,-187,793,844.9816284179688,20.199787139892578,50.14031219482422,-15.372568796632136,-12.785786271805513,-6,21,-31,8,7,9,9,
58,49,-200,-57,726,755.1986694335938,15.982266426086426,74.08931732177734,-15.356909972327687,-4.328620303464315,-238,-647,952,16,9,11,14,
59,49,-223,-89,746,783.6874389648438,17.838924407958984,68.23960876464844,-16.53208447549863,-6.520902819957193,-63,17,1603,8,8,11,9,
60,49,-234,-103,706,750.8668212890625,19.904918670654297,66.23894500732422,-18.158081116182363,-7.88439631808429,-60,-172,-447,6,8,8,9,
61,49,-237,-108,716,761.8983154296875,19.98697853088379,65.498046875,-18.12343270107274,-8.14919360084845,115,-154,-655,10,9,11,10,
62,49,-229,-68,737,774.7476806640625,17.956863403320312,73.45842742919922,-17.19232573445399,-5.035359012692723,-41,-109,-174,7,5,8,4,
63,43,-198,-121,713,749.809326171875,18.025310516357422,58.566856384277344,-15.31152949663189,-9.286678192216447,149,-492,-1016,8,7,8,6,
64,43,-211,-147,783,824.1474609375,18.179405212402344,55.1320686340332,-14.834160842168291,-10.274606713687064,-123,-93,408,9,8,12,11,
65,43,-231,-186,794,847.5806884765625,20.47964859008789,51.15536117553711,-15.81549321796708,-12.676621502799922,231,-206,1291,15,8,14,21,
66,43,-198,-66,746,774.645751953125,15.62796688079834,71.56185150146484,-14.809183142952516,-4.8875394190084,109,167,550,7,8,7,9,
67,43,-237,-132,736,784.4036254882812,20.23119354248047,60.88033676147461,-17.58620473598425,-9.687871378487369,-78,-872,82,7,10,10,8,
68,46,-222,-85,704,743.0511474609375,18.655927658081055,69.04573822021484,-17.383629157913727,-6.56862716296199,32,-422,-1064,13,14,11,10,
69,46,-237,-106,759,802.17578125,18.881746292114258,65.89970397949219,-17.184311155075186,-7.59330765888322,14,-46,-331,7,7,8,9,
70,46,-225,-153,762,809.1217651367188,19.648347854614258,55.7806282043457,-16.14560407575218,-10.89991093932343,-210,-250,430,8,8,8,7,
71,46,-230,-88,745,784.645751953125,18.289203643798828,69.05944061279297,-17.045192068678983,-6.439413727573717,-60,157,223,10,9,10,9,
72,46,-251,-98,637,691.6458740234375,22.926546096801758,68.66913604736328,-21.278554707114235,-8.145709461374194,122,-21,292,8,11,11,10,
73,48,-236,-90,728,770.5712280273438,19.13205909729004,69.12208557128906,-17.834364129986877,-6.707253705421259,140,79,619,14,10,11,8,
74,48,-216,-79,711,747.273681640625,17.92317008972168,69.9072265625,-16.801132202700305,-6.068513415932532,3,174,755,11,13,13,12,
75,48,-235,-62,705,745.7171020507812,19.01898956298828,75.21734619140625,-18.368837536918836,-4.769159351899125,-59,-481,132,11,13,14,11,
76,48,-249,-69,765,807.4570922851562,18.660606384277344,74.50838470458984,-17.96135834396989,-4.902100757456146,-82,127,-311,9,9,12,10,
77,48,-257,-127,708,763.833740234375,22.040870666503906,63.699676513671875,-19.66138377265643,-9.570818632688022,320,-82,-1183,10,9,8,9,
78,51,-246,-103,702,750.9520874023438,20.79995346069336,67.27764892578125,-19.122209218897602,-7.883495780940981,286,-168,-446,8,12,12,15,
79,51,-210,-81,707,741.963623046875,17.6572208404541,68.90438842773438,-16.441292311240876,-6.267458923786897,12,-84,1270,14,6,9,7,
80,51,-210,-77,751,783.6006469726562,16.583032608032227,69.8604507446289,-15.544912000789937,-5.639232053823906,-79,214,933,7,9,7,8,
81,51,-216,-139,756,798.444091796875,18.763696670532227,57.23434066772461,-15.695577366351438,-10.025623347203345,1,196,777,8,6,8,6,
82,51,-252,-215,819,883.4534301757812,22.01941680908203,49.52617645263672,-16.573447979722154,-14.085120613730865,-65,-75,-1016,9,8,9,9,
83,51,-237,-96,719,763.115966796875,19.57532501220703,67.94563293457031,-18.09351121771675,-7.2269578360842175,72,-308,-345,7,8,9,10,
84,51,-216,-102,757,793.7940673828125,17.511016845703125,64.71887969970703,-15.789915310245936,-7.3827370760362765,-137,-732,-58,15,9,8,7,
85,51,-218,-87,729,765.8551025390625,17.845077514648438,68.2406234741211,-16.53787798582389,-6.522796178561694,-78,-44,-735,8,8,6,7,
86,51,-209,-165,795,838.4097900390625,18.51593780517578,51.7060546875,-14.434995356376806,-11.349960054575988,-48,85,1372,7,6,11,12,
87,61,-198,-133,801,835.759521484375,16.58036231994629,56.10641098022461,-13.704252246156075,-9.156789768911825,-283,-282,160,11,9,17,15,
88,61,-234,-78,744,783.8214111328125,18.33974838256836,71.56185150146484,-17.369776738409804,-5.711096711450189,167,-292,278,8,10,7,8,
89,61,-249,-118,693,745.770751953125,21.681331634521484,64.64051818847656,-19.50461398713908,-9.10391688213928,-73,-432,685,6,11,7,9,
90,61,-249,-99,728,775.7486572265625,20.205366134643555,68.31441497802734,-18.722216429664844,-7.332004930416502,81,31,-837,11,14,8,8,
91,61,-207,-105,711,747.9271240234375,18.0772762298584,63.10032272338867,-16.067220015337263,-8.070299159922008,-120,-445,-1052,5,5,7,5,
92,64,-237,-129,732,780.1499633789062,20.233070373535156,61.43687438964844,-17.685246230110515,-9.517731096275517,-20,-460,654,7,7,6,9,
93,64,-243,-86,697,743.137939453125,20.293691635131836,70.50741577148438,-19.0862902725223,-6.645471771508948,82,-75,582,7,9,6,7,
94,64,-198,-153,654,700.2349853515625,20.93522834777832,52.30199432373047,-16.42513271748416,-12.62083378156694,-160,-249,555,9,12,10,9,
95,64,-213,-114,755,792.7105102539062,17.74174690246582,61.84033203125,-15.586824713799782,-8.268396710649412,-66,-484,187,7,7,10,8,
96,64,-213,-98,749,784.840087890625,17.379804611206055,65.28974914550781,-15.747166772866242,-7.173028900799592,30,-376,272,10,6,7,8,
97,63,-212,-62,680,714.97412109375,17.992895126342773,73.69515991210938,-17.248359273837742,-4.974733274584707,-258,-272,-578,8,6,8,8,
98,63,-209,-116,764,800.5204467773438,17.371246337890625,60.96516799926758,-15.134164022703386,-8.331820188318497,-68,106,-907,9,8,8,9,
99,63,-207,-174,790,835.0,18.893932342529297,49.94643783569336,-14.353527628160977,-12.02762240875207,-26,-457,140,6,5,8,10,
