step,K,T_I,T_D,P,I,D,ds,left speed,right speed
0,0.0062125,9999999999,0,2.0440722499999997,1.3082062401308205e-11,0.0,2.0940722500130815,-2.0940722500130815,2.0940722500130815
1,0.0062125,9999999999,0,1.9925972500000002,2.583468480258347e-11,-0.0,2.042597250025835,-2.042597250025835,2.042597250025835
2,0.0062125,9999999999,0,1.93402225,3.821242720382124e-11,-0.0,1.9840222500382123,-1.9840222500382123,1.9840222500382123
3,0.0062125,9999999999,0,1.86124725,5.0124409605012446e-11,-0.0,1.9112472500501243,-1.9112472500501243,1.9112472500501243
4,0.0062125,9999999999,0,1.62960975,6.05539120060554e-11,-0.0,1.679609750060554,-1.679609750060554,1.679609750060554
5,0.0062125,9999999999,0,1.53020975,7.034725440703472e-11,-0.0,1.5802097500703474,-1.5802097500703474,1.5802097500703474
6,0.0062125,9999999999,0,1.5373097499999997,8.01860368080186e-11,0.0,1.5873097500801858,-1.5873097500801858,1.5873097500801858
7,0.0062125,9999999999,0,1.4760722499999999,8.963289920896329e-11,-0.0,1.5260722500896329,-1.5260722500896329,1.5260722500896329
8,0.0062125,9999999999,0,1.3473847499999998,9.825616160982561e-11,-0.0,1.397384750098256,0.6026152499017441,3.397384750098256
9,0.0062125,9999999999,0,1.28348475,1.0647046401064705e-10,-0.0,1.3334847501064704,0.6665152498935296,3.3334847501064706
10,0.0062125,9999999999,0,1.2959097499999999,1.1476428641147641e-10,0.0,1.345909750114764,0.6540902498852359,3.345909750114764
11,0.0062125,9999999999,0,1.2124847499999998,1.2252418881225243e-10,-0.0,1.262484750122524,0.737515249877476,3.262484750122524
12,0.0062125,9999999999,0,1.08912225,1.2949457121294945e-10,-0.0,1.1391222501294946,0.8608777498705054,3.1391222501294944
13,0.0062125,9999999999,0,1.00658475,1.3593671361359367e-10,-0.0,1.056584750135937,0.9434152498640631,3.056584750135937
14,0.0062125,9999999999,0,0.9533347499999998,1.4203805601420377e-10,-0.0,1.0033347501420378,0.9966652498579622,3.003334750142038
15,0.0062125,9999999999,0,0.8166597499999998,1.4726467841472645e-10,-0.0,0.8666597501472645,1.1333402498527354,2.8666597501472646
16,0.0062125,9999999999,0,0.6817597499999997,1.516279408151628e-10,-0.0,0.7317597501516276,1.2682402498483722,2.7317597501516278
17,0.0062125,9999999999,0,0.5974472499999998,1.5545160321554516e-10,-0.0,0.6474472501554515,1.3525527498445484,2.6474472501554516
18,0.0062125,9999999999,0,0.52999725,1.5884358561588434e-10,-0.0,0.5799972501588436,1.4200027498411565,2.5799972501588435
19,0.0062125,9999999999,0,0.33030975,1.6095756801609574e-10,-0.0,0.3803097501609576,1.6196902498390424,2.380309750160958
20,0.0062125,9999999999,0,0.15635975,1.619582704161958e-10,-0.0,0.2063597501619583,1.7936402498380417,2.2063597501619583
21,0.0062125,9999999999,0,0.08802224999999998,1.6252161281625213e-10,-0.0,0.1380222501625216,1.8619777498374783,2.1380222501625217
22,0.0062125,9999999999,0,0.021459750000000107,1.626589552162659e-10,-0.0,0.07145975016265907,1.928540249837341,2.071459750162659
23,0.0062125,9999999999,0,-0.07084024999999992,1.6220557761622053e-10,-0.0,-0.02084024983779434,2.020840249837794,1.9791597501622056
24,0.0062125,9999999999,0,-0.11077775000000002,1.6149660001614963e-10,-0.0,-0.060777749838503425,2.0607777498385036,1.9392222501614966
25,0.0062125,9999999999,0,-0.15071524999999994,1.605320224160532e-10,-0.0,-0.1007152498394679,2.100715249839468,1.899284750160532
26,0.0062125,9999999999,0,-0.17112774999999988,1.5943680481594366e-10,-0.0,-0.12112774984056308,2.121127749840563,1.8788722501594368
27,0.0062125,9999999999,0,-0.21994024999999992,1.5802918721580292e-10,-0.0,-0.1699402498419707,2.1699402498419706,1.8300597501580294
28,0.0062125,9999999999,0,-0.23059024999999997,1.5655340961565532e-10,-0.0,-0.18059024984344657,2.1805902498434464,1.8194097501565534
29,0.0062125,9999999999,0,-0.26875274999999993,1.548333920154833e-10,-0.0,-0.21875274984516657,2.2187527498451667,1.7812472501548333
30,0.0062125,9999999999,0,-0.31579025000000005,1.5281233441528122e-10,-0.0,-0.26579024984718774,2.265790249847188,1.7342097501528122
